form,kind,meaning,name,original,rating,sex,source
form,Feminine,"""blessed""",BENJAMINA,Benjamin,meaning,female,English
form,Latin,"""bringer of victory""",BERENICE,"Greek Berenike",meaning,female,Macedonian
form,Contracted,"""bold as a bear""",BERNADETTE,Bernardette,meaning,female,French
form,Contracted,"""bold as a bear""",BERNADINE,Bernardine,meaning,female,French
form,Latin,"""bringer of victory""",BERNICE,Bernike,meaning,female,Greek
"variant spelling",English,"""bringer of victory""",BERNIECE,Bernice,meaning,female,Latin
"pet form",English,"""bright""",BERTIE,Bertha,meaning,female,German
form,"Middle English","""bright counsel""",BERTRED,Beorhtraed,meaning,female,Anglo-Saxon
form,Pet,"""God is my oath""",BESS,Elizabeth,meaning,female,English
form,Pet,"""God is my oath""",BESSIE,Elizabeth,meaning,female,English
spelling,Variant,"""God is my oath""",BESSY,"Bessie, a pet form of Elizabeth",meaning,female,English
form,Short,"""God is my oath""",BET,Elizabeth,meaning,female,English
form,Short,"""God is my oath""",BETH,Elizabeth,meaning,female,English
form,English,"""house of dates"" or ""house of misery""",BETHANIE,Bethania,meaning,female,Greek
form,Anglicized,"""house of dates"" or ""house of misery""",BETHANY,Bethania,meaning,female,Greek
form,Anglicized,"""house of God""",BETHEL,Beth-El,meaning,female,Hebrew
spelling,Variant,"""house of dates"" or ""house of misery""",BETHNEY,Bethany,meaning,female,English
form,Pet,"""God is my oath""",BETSY,Elizabeth,meaning,female,English
form,Pet,"""God is my oath""",BETTE,Elizabeth,meaning,female,English
form,Pet,"""God is my oath""",BETTIE,Elizabeth,meaning,female,English
form,Elaborated,"""God is my oath""",BETTINA,Betty,meaning,female,English
form,Pet,"""God is my oath""",BETTY,Elizabeth,meaning,female,English
spelling,Variant,"""God is my oath""",BETTYE,Betty,meaning,female,English
form,Anglicized,"""fair lady""",BEVIN,"Gaelic Béibhinn",meaning,female,Irish
form,Pet,"""exalted one."" It was rarely used after it acquired the negative connotation ""old biddy""",BIDDY,Bridget,meaning,female,English
form,Feminine,"""will-helmet""",BILLIE,Billy,meaning,female,English
"pet form",English,"""bright serpent"" or ""bright linden tree""",BINDY,Belinda,"possibly meaning",female,German
spelling,Variant,"""daughter of God""",BITHIA,Bithiah,meaning,female,English
form,Anglicized,"""daughter of God""",BITHIAH,Bithyah,meaning,female,Hebrew
"variant spelling",English,"""white""",BLANCH,Blanche,meaning,female,French
form,Anglicized,"""little flower""",BLANID,"Gaelic Bláthnat",meaning,female,Irish
"pet form",Unisex,"""bright fame""",BOBBI,"Robert and Roberta",meaning,female,English
form,Pet,"""bright fame""",BOBBIE,Roberta,meaning,female,English
"variant form",English,"""victory""",BONDUCA,Boudica,meaning,female,Celtic
spelling,Variant,"""good"" and ""pretty""",BONNY,Bonnie,"meaning both",female,English
spelling,Variant,"""broad-chested""",BRAIDY,"unisex Brady",meaning,female,English
spelling,Variant,"""brandy""",BRANDE,Brandy,"meaning simply",female,English
spelling,Variant,"""brandy""",BRANDI,Brandy,"meaning simply",female,English
spelling,Variant,"""brandy""",BRANDIE,Brandy,"meaning simply",female,English
form,Feminine,"""high hill""",BREANA,Brian,meaning,female,Irish
form,Feminine,"""high hill""",BREANN,Brian,meaning,female,Irish
form,Feminine,"""high hill""",BREANNA,Brian,meaning,female,Irish
form,Feminine,"""high hill""",BREANNE,Brian,meaning,female,Irish
spelling,Variant,"""exalted one""",BREDA,Breeda,meaning,female,English
form,English,"""force, strength""",BREE,Brígh,meaning,female,Irish
form,Anglicized,"""exalted one""",BREEDA,Bríd,meaning,female,Irish
form,Feminine,"""high hill""",BRENNA,Brian,meaning,female,Irish
form,Feminine,"""high hill""",BRIANNA,Brian,meaning,female,Irish
form,Anglicized,"""exalted one""",BRIDGET,"Gaelic Bríghid",meaning,female,Irish
spelling,Variant,"""exalted one""",BRIDGETTE,Bridget,meaning,female,English
"short form",English,"""man of God"" or ""warrior of God""",BRIELLE,Gabrielle,meaning,female,French
spelling,Variant,"""briar plant""",BRIER,"unisex Briar",meaning,female,English
spelling,Variant,"""to grow, sprout, swell""",BRIONY,Bryony,meaning,female,English
spelling,Variant,"""Little Britain""",BRITNEY,Brittany,meaning,female,English
form,Pet,"""little Britain""",BRITT,Brittany,meaning,female,English
form,Pet,"""little Britain""",BRITTA,Brittany,meaning,female,English
spelling,Variant,"""little Britain""",BRITTANI,Brittany,meaning,female,English
spelling,Variant,"""Britain""",BRITTANIA,Britannia,meaning,female,Latin
spelling,Variant,"""little Britain""",BRITTNEY,Brittany,meaning,female,English
spelling,Variant,"""little Britain""",BRITTNY,Brittany,meaning,female,English
spelling,Variant,"""brook, stream""",BROOKE,"unisex Brook",meaning,female,English
"feminine form",English,"""high hill""",BRYANA,Brian,meaning,female,Irish
"feminine form",English,"""high hill""",BRYANNA,Brian,meaning,female,Irish
"feminine form",English,"""high hill""",BRYANNE,Brian,meaning,female,Irish
form,Pet,"""God is my oath""",BUFFY,Elizabeth,meaning,female,English
"pet form",English,"""bringer of victory""",BUNNY,Berenice,meaning,female,Latin
form,Short,"""not evil""",CACIA,Acacia,meaning,female,English
spelling,Variant,"""pure""",CADY,Katie,meaning,female,English
spelling,Variant,"""slender""",CAELIE,Kaylie,meaning,female,English
form,Anglicized,"""pure""",CAETLIN,"Gaelic Caitlín",meaning,female,Irish
spelling,Variant,"""slender""",CAILEIGH,Kayleigh,meaning,female,English
form,Anglicized,"""girl""",CAILYN,Cailín,meaning,female,Irish
form,Anglicized,"""pure""",CAITLYN,"Gaelic Caitlín",meaning,female,Irish
spelling,Variant,"""beautiful flower""",CALANTHE,Calantha,meaning,female,English
spelling,Variant,"""beautiful flower""",CALANTHIA,Calantha,meaning,female,English
spelling,Variant,"""slender""",CALEIGH,Kayley,meaning,female,English
"pet form",English,"""most beautiful""",CALLIE,Callista,meaning,female,Latin
form,Feminine,"""attendant (for a temple)""",CAMILLA,"Latin Camillus","possibly meaning",female,Roman
"unisex form",French,"""attendant (for a temple)""",CAMILLE,"Latin Camilla","possibly meaning",female,Roman
"pet form",English,"""attendant (for a temple)""",CAMMIE,"Latin Camilla","possibly meaning",female,Roman
form,Latin,"""prince of servants""",CANDACE,"Kandake, which is of foreign origin",meaning,female,Greek
spelling,Variant,"""candy"" the sweet, or ""prince of servants""",CANDI,Candy,"meaning either",female,English
"variant spelling",English,"""prince of servants""",CANDICE,Candace,meaning,female,Latin
"variant spelling",English,"""prince of servants""",CANDIS,Candace,meaning,female,Latin
"variant spelling",English,"""prince of servants""",CANDYCE,Candace,meaning,female,Latin
"variant spelling",English,"""pure""",CAREN,Karen,meaning,female,Danish
spelling,Variant,"""dark one""",CAREY,"unisex Cary",meaning,female,English
spelling,Variant,"""dark one""",CARI,"unisex Cary",meaning,female,English
"variant spelling",English,"""pure""",CARIN,Karen,meaning,female,Danish
spelling,Variant,"""beloved"" or ""friend""",CARINE,Careen,meaning,female,English
"variant spelling",English,"""grace""",CARIS,Charis,meaning,female,Latin
spelling,Variant,"""grace""",CARISSA,Charissa,meaning,female,English
form,Pet,"""beloved"" or ""friend""",CARITA,Cara,meaning,female,English
form,Feminine,"""man.""Feminine form of Italian Carlo, meaning ""man""",CARLA,Carl,meaning,female,German
form,Pet,"""man""",CARLENE,Carla,meaning,female,German
spelling,Variant,"""man""",CARLEY,Carlie,meaning,female,English
"pet form",English,"""man""",CARLIE,Carla,meaning,female,German
spelling,Variant,"""man""",CARLOTA,Carlotta,meaning,female,Italian
form,Pet,"""man""",CARLOTTA,Carla,meaning,female,Italian
spelling,Variant,"""man""",CARLY,Carlie,meaning,female,English
"variant spelling",Feminine,"""little champion""",CARLYN,"Gaelic unisex Carlin",meaning,female,Irish
"feminine form",Latin,"""garden-land""",CARMEL,"unisex Karmel",meaning,female,Hebrew
form,English,"""man""",CAROL,Carole,meaning,female,French
form,Pet,"""man""",CAROLINE,Carole,meaning,female,French
"variant spelling",English,"""man""",CAROLYN,Caroline,meaning,female,French
spelling,Variant,"""man""",CARON,Caren,meaning,female,English
spelling,Variant,"""beloved"" or ""friend""",CARREEN,Careen,"possibly meaning",female,English
"pet form",English,"""man""",CARRIE,Caroline,meaning,female,French
spelling,Variant,"""man""",CARRY,Carrie,meaning,female,English
spelling,Variant,"""man""",CARYL,Carol,meaning,female,English
form,English,"""pure""",CARYN,Karen,meaning,female,Danish
spelling,Variant,"""she who entangles men""",CASEY,Cassie,meaning,female,English
"short form",English,"""she who entangles men""",CASS,Cassandra,meaning,female,Latin
form,Latin,"""she who entangles men""",CASSANDRA,Kassandra,meaning,female,Greek
form,Latin,"""cassia""",CASSIA,Qetsiyah,meaning,female,Hebrew
spelling,Variant,"""cassia""",CASSIAH,Cassia,meaning,female,Latin
form,Pet,"""she who entangles men""",CASSIE,Cass,meaning,female,English
spelling,Variant,"""pure""",CATE,Kate,meaning,female,English
form,Variant,"""pure""",CATELINE,"French Caterine",meaning,female,Old
"short form",English,"""pure""",CATH,Catherine,meaning,female,French
spelling,Variant,"""pure""",CATHARINE,Catherine,meaning,female,French
form,Anglicized,"""pure""",CATHLEEN,"Gaelic Caitlín",meaning,female,Irish
"variant spelling",English,"""pure""",CATHRYN,Catharine,meaning,female,French
"pet form",English,"""pure""",CATHY,Catharine,meaning,female,French
form,Contracted,"""pure""",CATRINA,Catriona,meaning,female,English
form,Anglicized,"""pure""",CATRIONA,"Gaelic Catríona and Scottish Gaelic Catrìona, both",meaning,female,Irish
spelling,Variant,"""slender""",CAYLEY,Kayley,meaning,female,English
spelling,Variant,"""girl""",CAYLIN,Kaylin,meaning,female,English
form,Anglicized,"""little black one""",CEARA,"Gaelic Ciara",meaning,female,Irish
spelling,Variant,"""little black one""",CEARRA,Ceara,meaning,female,English
spelling,Variant,"""blind""",CECELIA,Cecilia,meaning,female,English
form,English,"""blind""",CECILIA,Cæcilia,meaning,female,Latin
form,Medieval,"""blind""",CECILY,Cecilia,meaning,female,English
form,English,"""heavenly""",CELESTE,Céleste,meaning,female,French
form,English,"""heavenly""",CELESTINE,Célestine,meaning,female,French
form,Contracted,"""blind""",CELIA,"English Cecilia",meaning,female,English
spelling,Variant,"""pipe""",CHANELLE,Chanel,meaning,female,English
"variant spelling",English,"""stony place""",CHANTALE,Chantal,meaning,female,French
"variant spelling",English,"""stony place""",CHANTEL,Chantal,meaning,female,French
form,Elaborated,"""stony place""",CHANTELLE,Chantel,meaning,female,English
form,Latin,"""charm, grace, kindness""",CHARIS,Kharis,meaning,female,Greek
"elaborated form",English,"""grace""",CHARISSA,Charis,meaning,female,Latin
form,Variant,"""dear""",CHARITA,Charity,meaning,female,English
form,Pet,"""man""",CHARLA,Charlene,meaning,female,English
spelling,Variant,"""man""",CHARLEEN,Charlene,meaning,female,English
form,English,"""man""",CHARLENE,Charline,meaning,female,French
spelling,Variant,"""man""",CHARLEY,"unisex Charlie",meaning,female,English
"pet form",Unisex,"""man""",CHARLIE,"Charles and Charlene",meaning,female,English
form,Feminine,"""man""",CHARLOTTE,Charlot,meaning,female,French
spelling,Variant,"""purity""",CHASITY,Chastity,meaning,female,English
"short form",English,"""who is like God?""",CHELLE,Michelle,meaning,female,French
spelling,Variant,"""landing place"" or ""landing port""",CHELSEY,Chelsea,meaning,female,English
spelling,Variant,"""landing place"" or ""landing port""",CHELSIE,Chelsea,meaning,female,English
form,Short,"""darling beryl""",CHER,"Cheryl, probably",meaning,female,English
form,Pet,"""darling""",CHERETTE,Cherie,meaning,female,English
spelling,Variant,"""darling""",CHERI,Cherie,meaning,female,English
spelling,Variant,"""cherry""",CHERICE,Cherise,meaning,female,English
"variant spelling",English,"""cherry""",CHERISE,Cerise,meaning,female,French
form,Latin,"""green shoot""",CHLOE,"Chloē",meaning,female,Greek
form,Latin,"""green buds""",CHLORIS,Khloris,meaning,female,Greek
form,Feminine,"""good fortune""",CHONSIE,Chauncey,meaning,female,English
"pet form",English,"""believer"" or ""follower of Christ""",CHRISSIE,Christine,meaning,female,French
spelling,Variant,"""believer"" or ""follower of Christ""",CHRISSY,Chrissie,meaning,female,English
form,Contracted,"""believer"" or ""follower of Christ""",CHRISTA,Christina,meaning,female,Latin
spelling,Variant,"""believer"" or ""follower of Christ"" and Belle, ""beautiful""",CHRISTABEL,Christabelle,meaning,female,English
spelling,Variant,"""crystal, ice""",CHRISTAL,Crystal,meaning,female,English
spelling,Variant,"""crystal, ice""",CHRISTEL,Crystal,meaning,female,English
form,Pet,"""believer"" or ""follower of Christ""",CHRISTELLE,Christine,meaning,female,French
"variant spelling",English,"""believer"" or ""follower of Christ""",CHRISTEN,Kristen,meaning,female,German
spelling,Variant,"""believer"" or ""follower of Christ""",CHRISTI,Christie,meaning,female,English
form,Feminine,"""believer"" or ""follower of Christ""",CHRISTIANA,Christianus,meaning,female,Latin
form,Feminine,"""believer"" or ""follower of Christ""",CHRISTIANNE,Christian,meaning,female,English
"pet form",English,"""believer"" or ""follower of Christ""",CHRISTIE,Christina,meaning,female,Latin
spelling,Variant,"""believer"" or ""follower of Christ""",CHRISTINA,Christiana,meaning,female,Latin
from,French,"""believer"" or ""follower of Christ""",CHRISTINE,Christina,meaning,female,Latin
spelling,Variant,"""believer"" or ""follower of Christ"" and ""beautiful""",CHRISTOBEL,Christabel,meaning,female,English
spelling,Variant,"""believer"" or ""follower of Christ""",CHRISTY,Christie,meaning,female,English
form,Latin,"""golden flower""",CHRYSANTA,Chrysanthe,meaning,female,Greek
"pet form",English,"""golden flower""",CHRYSSA,Chrysanta,meaning,female,Latin
spelling,Variant,"""crystal, ice""",CHRYSTAL,Crystal,meaning,female,English
spelling,Variant,"""blind""",CICELY,Cecily,meaning,female,English
spelling,Variant,"""mountain range""",CIERA,Sierra,meaning,female,English
spelling,Variant,"""mountain range""",CIERRA,Sierra,meaning,female,English
form,Pet,"""blind""",CILLA,Cecilia,meaning,female,English
"variant spelling",English,"""hearkening""",CIMONE,Simone,meaning,female,French
form,English,"""little ashes""",CINDERELLA,Cendrillon,meaning,female,French
"pet form",English,"""woman from Kynthos""",CINDY,Cynthia,meaning,female,Latin
form,Short,"""blind""",CIS,Cissy,meaning,female,English
form,Short,"""blind""",CISS,Cissy,meaning,female,English
form,Pet,"""blind""",CISSY,Cecilia,meaning,female,English
"variant spelling",English,"""clear, bright""",CLAIR,Claire,meaning,female,French
form,French,"""clear, bright""",CLAIRE,Clara,meaning,female,Latin
form,Pet,"""clear, bright""",CLAIRENE,Claire,meaning,female,French
form,Feminine,"""clear, bright""",CLARA,Clarus,meaning,female,Latin
spelling,Variant,"""bright beauty""",CLARABELLE,Clarabella,meaning,female,English
spelling,Variant,"""bright pearl"" or ""bright rebel""",CLARAMAY,Claramae,meaning,female,English
form,English,"""clear, bright""",CLARE,Clara,meaning,female,Latin
form,Pet,"""clear, bright""",CLARETTA,Clara,meaning,female,Latin
form,Pet,"""clear, bright""",CLARETTE,Clare,meaning,female,English
spelling,Variant,"""bright and beautiful""",CLARIBEL,Clarabelle,meaning,female,English
form,"Medieval French","""fame""",CLARICE,Clarissa,meaning,female,Latin
form,Diminutive,"""fame""",CLARISSA,Clara,meaning,female,Latin
form,Diminutive,"""little lame one""",CLAUDETTE,Claudia,meaning,female,French
form,Feminine,"""lame""",CLAUDIA,Claude,meaning,female,French
form,Pet,"""lame""",CLAUDIE,Claudia,meaning,female,French
form,Diminutive,"""little lame one""",CLAUDINE,Claudia,meaning,female,French
form,Feminine,"""gentle and merciful""",CLEMENCY,Clement,meaning,female,Latin
form,French,"""of Clementius""",CLEMENTINE,Clementina,meaning,female,Latin
form,Short,"""glory of the father""",CLEO,Cleopatra,meaning,female,Latin
form,Latin,"""glory of the father""",CLEOPATRA,Kleopatra,meaning,female,Greek
spelling,Variant,"""helper""",CODIE,"unisex Cody",meaning,female,English
spelling,Variant,"""girl""",COLEEN,Colleen,meaning,female,English
spelling,Variant,"""girl""",COLENA,Colleen,meaning,female,English
spelling,Variant,"""girl""",COLENE,Colleen,meaning,female,English
form,Short,"""victor of the people""",COLETTE,Nicolette,meaning,female,French
spelling,Variant,"""girl""",COLINE,Colleen,meaning,female,English
form,Anglicized,"""girl""",COLLEEN,"Gaelic Cailín",meaning,female,Irish
spelling,Variant,"""girl""",COLLYN,Colleen,meaning,female,English
form,Pet,"""steadfast""",CONNIE,Constance,meaning,female,English/French
form,Feminine,"""bold counsel""",CONRADINE,Conrad,meaning,female,German
