"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"202","Alec","Short form of English Alexander, meaning "defender of mankind"","form","Short",""defender of mankind"","Alexander","meaning","male","English"
"203","Aleck","Short form of English Alexander, meaning "defender of mankind"","form","Short",""defender of mankind"","Alexander","meaning","male","English"
"204","Aleen","Variant spelling of English Aileen, meaning "little Eve"","spelling","Variant",""little Eve"","Aileen","meaning","female","English"
"205","Aleesha","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"206","Alen","English variant spelling of Celtic Alan, possibly meaning "little rock"","variant spelling","English",""little rock"","Alan","possibly meaning","male","Celtic"
"207","Alene","Variant spelling of English Aileen, meaning "little Eve"","spelling","Variant",""little Eve"","Aileen","meaning","female","English"
"208","Aleric","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"209","Alerick","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"210","Alesha","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"211","Aletha","Variant spelling of English Alethea, meaning "truth"","spelling","Variant",""truth"","Alethea","meaning","female","English"
"212","Alexa","English and Latin short form of of Alexandra, meaning "defender of mankind"","short form","English and Latin",""defender of mankind"","Alexandra","meaning","female","of"
"213","Alexander","Anglicized form of Latin Alexandrus (Greek Alexandros), meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Alexandrus (Greek Alexandros)","meaning","male","Latin"
"214","Alexandra","Feminine form of English Alexander, meaning "defender of mankind"","form","Feminine",""defender of mankind"","Alexander","meaning","female","English"
"215","Alexandrea","Variant spelling of Latin Alexandria, meaning "defender of mankind"","spelling","Variant",""defender of mankind"","Alexandria","meaning","female","Latin"
"216","Alexia","Feminine form of Latin Alexius, meaning "defender"","form","Feminine",""defender"","Alexius","meaning","female","Latin"
"217","Alexina","Pet form of Latin Alexia, meaning "defender"","form","Pet",""defender"","Alexia","meaning","female","Latin"
"218","Alexis","Unisex contracted form of Latin Alexius, meaning "defender"","contracted form","Unisex",""defender"","Alexius","meaning","female","Latin"
"219","Alexus","Unisex contracted form of Latin Alexius, meaning "defender"","contracted form","Unisex",""defender"","Alexius","meaning","female","Latin"
"220","Alf","Short form of English Alfred, meaning "elf counsel"","form","Short",""elf counsel"","Alfred","meaning","male","English"
"221","Alfie","Pet form of English Alfred, meaning "elf counsel"","form","Pet",""elf counsel"","Alfred","meaning","male","English"
"222","Alfred","Modern English form of Middle English Alvred, meaning "elf counsel"","form","Modern English",""elf counsel"","English Alvred","meaning","male","Middle"
"223","Alfreda","Feminine form of English Alfred, meaning "elf counsel"","form","Feminine",""elf counsel"","Alfred","meaning","female","English"
"224","Alfrid","Variant spelling of English Alfred, meaning "elf counsel"","spelling","Variant",""elf counsel"","Alfred","meaning","male","English"
"225","Alfy","Pet form of English Alfred, meaning "elf counsel"","form","Pet",""elf counsel"","Alfred","meaning","male","English"
"226","Algar","Middle English form of Anglo-Saxon Ãlfgar, meaning "elf spear"","form","Middle English",""elf spear"","Ãlfgar","meaning","male","Anglo-Saxon"
"227","Alia","Variant spelling of English Aliah, meaning "to ascend, to go up"","spelling","Variant",""to ascend, to go up"","Aliah","meaning","female","English"
"228","Aliah","Anglicized form of Hebrew Aliya, meaning "to ascend, to go up"","form","Anglicized",""to ascend, to go up"","Aliya","meaning","female","Hebrew"
"229","Alic","Short form of English Alexander, meaning "defender of mankind"","form","Short",""defender of mankind"","Alexander","meaning","male","English"
"230","Alica","Slovak form of English Alice, meaning "noble sort"","form","Slovak",""noble sort"","Alice","meaning","female","English"
"231","Alice","Modern form of English Adelaide, meaning "noble sort"","form","Modern",""noble sort"","Adelaide","meaning","female","English"
"232","Alicia","Spanish equivalent of English Alice, meaning "noble sort"","equivalent","Spanish",""noble sort"","Alice","meaning","female","English"
"233","Alick","Short form of English Alexander, meaning "defender of mankind"","form","Short",""defender of mankind"","Alexander","meaning","male","English"
"234","Alik","Short form of English Alexander, meaning "defender of mankind"","form","Short",""defender of mankind"","Alexander","meaning","male","English"
"235","Aline","Variant spelling of English Aileen, meaning "little Eve"","spelling","Variant",""little Eve"","Aileen","meaning","female","English"
"236","Alis","Short form of English Alisa, meaning "noble sort"","form","Short",""noble sort"","Alisa","meaning","female","English"
"237","Alisa","Variant form of English Alice, meaning "noble sort"","form","Variant",""noble sort"","Alice","meaning","female","English"
"238","Alise","Latvian equivalent of English Alice, meaning "noble sort"","equivalent","Latvian",""noble sort"","Alice","meaning","female","English"
"239","Alisha","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"240","Alishia","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"241","Alisia","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"242","Alissa","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"243","Alisya","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
"244","Alivia","Variant spelling of English Olivia, probably, meaning "elf army"","spelling","Variant",""elf army"","Olivia, probably","meaning","female","English"
"246","Alix","Variant spelling of English unisex Alex, meaning "defender of mankind"","spelling","Variant",""defender of mankind"","unisex Alex","meaning","male","English"
"245","Alix","Variant spelling of English unisex Alex, meaning "defender of mankind"","spelling","Variant",""defender of mankind"","unisex Alex","meaning","female","English"
"247","Allan","English variant spelling of Celtic Alan, possibly meaning "little rock"","variant spelling","English",""little rock"","Alan","possibly meaning","male","Celtic"
"248","Allana","Variant spelling of English Alana, possibly meaning "little rock"","spelling","Variant",""little rock"","Alana","possibly meaning","female","English"
"249","Allannah","Variant spelling of English Alannah, possibly meaning "little rock"","spelling","Variant",""little rock"","Alannah","possibly meaning","female","English"
"250","Allard","Variant spelling of Middle English and Old French Aillard, meaning "noble strength"","spelling","Variant",""noble strength"","English and Old French Aillard","meaning","male","Middle"
"251","Allaric","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"252","Allarick","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"253","Allaster","Anglicized form of Gaelic Alaster, meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Alaster","meaning","male","Gaelic"
"254","Allastir","Anglicized form of Gaelic Alaster, meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Alaster","meaning","male","Gaelic"
"255","Alleen","Variant spelling of English Aline, meaning "little Eve"","spelling","Variant",""little Eve"","Aline","meaning","female","English"
"256","Allen","English variant spelling of Celtic Alan, possibly meaning "little rock"","variant spelling","English",""little rock"","Alan","possibly meaning","male","Celtic"
"257","Allene","Variant spelling of English Aline, meaning "little Eve"","spelling","Variant",""little Eve"","Aline","meaning","female","English"
"258","Alleric","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"259","Allerick","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"260","Allgar","Variant spelling of Middle English Algar, meaning "elf spear"","spelling","Variant",""elf spear"","English Algar","meaning","male","Middle"
"261","Allger","Variant spelling of Middle English Algar, meaning "elf spear"","spelling","Variant",""elf spear"","English Algar","meaning","male","Middle"
"262","Allie","Scottish pet form of Norman French Alison, meaning "noble sort"","pet form","Scottish",""noble sort"","French Alison","meaning","female","Norman"
"263","Allin","English variant spelling of Celtic Alan, possibly meaning "little rock"","variant spelling","English",""little rock"","Alan","possibly meaning","male","Celtic"
"264","Alline","Variant spelling of English Aline, meaning "little Eve"","spelling","Variant",""little Eve"","Aline","meaning","female","English"
"265","Allison","Medieval English spelling of Norman French Alison, meaning "noble sort"","spelling","Medieval English",""noble sort"","French Alison","meaning","female","Norman"
"266","Allissa","Variant spelling of English Alissa, meaning "noble sort"","spelling","Variant",""noble sort"","Alissa","meaning","female","English"
"267","Allistair","Anglicized form of Scottish Gaelic Alastair, meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Gaelic Alastair","meaning","male","Scottish"
"268","Allister","Anglicized form of Gaelic Alaster, meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Alaster","meaning","male","Gaelic"
"269","Allistir","Anglicized form of Gaelic Alaster, meaning "defender of mankind"","form","Anglicized",""defender of mankind"","Alaster","meaning","male","Gaelic"
"270","Allon","Anglicized form of Hebrew Allown, meaning "oak tree." In the bible, this is the name of a son of Simeon.English variant spelling of Celtic Alan, possibly meaning "little rock"","form","Anglicized",""oak tree." In the bible, this is the name of a son of Simeon.English variant spelling of Celtic Alan, possibly meaning "little rock"","Allown","meaning","male","Hebrew"
"271","Allric","English variant spelling of Visigothic Alaric, meaning "all-powerful; ruler of all"","variant spelling","English",""all-powerful; ruler of all"","Alaric","meaning","male","Visigothic"
"272","Ally","Scottish pet form of Norman French Alison, meaning "noble sort"","pet form","Scottish",""noble sort"","French Alison","meaning","female","Norman"
"273","Allycia","English variant spelling of Spanish Alicia, meaning "noble sort"","variant spelling","English",""noble sort"","Alicia","meaning","female","Spanish"
