Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size
MVIS|Microvision, Inc. - Common Stock|G|N|D|100
MVISW|Microvision, Inc. - Warrants 07/25/2013|G|N|N|100
MWIV|MWI Veterinary Supply, Inc. - common stock|Q|N|N|100
MXIM|Maxim Integrated Products, Inc. - Common Stock|Q|N|N|100
MXWL|Maxwell Technologies, Inc. - Common Stock|Q|N|N|100
MYGN|Myriad Genetics, Inc. - Common Stock|Q|N|N|100
MYL|Mylan Inc. - Common Stock|Q|N|N|100
MYRG|MYR Group, Inc. - Common Stock|Q|N|N|100
MYRX|Myrexis, Inc - Common Stock|G|N|N|100
NABI|Nabi Biopharmaceuticals - Common Stock|Q|N|N|100
NAFC|Nash-Finch Company - Common Stock|Q|N|N|100
NAII|Natural Alternatives International, Inc. - Common Stock|G|N|N|100
NANO|Nanometrics Incorporated - Common Stock|Q|N|N|100
NANX|Nanophase Technologies Corporation - Common Stock|S|N|D|100
NASB|NASB Financial Inc. - Common Stock|S|N|N|100
NATH|Nathan's Famous, Inc. - Common Stock|G|N|N|100
NATI|National Instruments Corporation - Common Stock|Q|N|N|100
NATL|National Interstate Corporation - Common Stock|Q|N|N|100
NATR|Nature's Sunshine Products, Inc. - Common Stock|S|N|N|100
NAUH|National American University Holdings, Inc. - Common Stock|G|N|N|100
NAVG|The Navigators Group, Inc. - Common Stock|Q|N|N|100
NAVR|Navarre Corporation - Common Stock|G|N|N|100
NBBC|NewBridge Bancorp - Common Stock|Q|N|N|100
NBIX|Neurocrine Biosciences, Inc. - Common Stock|Q|N|N|100
NBN|Northeast Bancorp - Common Stock|G|N|N|100
NBTB|NBT Bancorp Inc. - Common Stock|Q|N|N|100
NBTF|NB&T FINANCIAL GROUP INC - Common Stock|S|N|N|100
NCBC|New Century Bancorp, Inc. (NC) - Common Stock|G|N|N|100
NCIT|NCI, Inc. - Class A Common Stock|Q|N|N|100
NCMI|National CineMedia, Inc. - Common Stock|Q|N|N|100
NCTY|The9 Limited - American Depository Shares representing one ordinary share|Q|N|N|100
NDAQ|The NASDAQ OMX Group, Inc. - Common Stock|Q|N|N|100
NDSN|Nordson Corporation - Common Stock|Q|N|N|100
NEBS|New England Bancshares, Inc. - Common Stock|G|N|N|100
NECB|Northeast Community Bancorp, Inc. - Common Stock|G|N|N|100
NEI|Network Engines, Inc - Common Stock|G|N|N|100
NEOG|Neogen Corporation - Common Stock|Q|N|N|100
NEPT|Neptune Technologies & Bioresources Inc - Ordinary Shares|S|N|N|100
NETC|NET Servicos de Comunicacao S.A. - American Depositary Shares each representing one preferred share|Q|N|N|100
NETL|NetLogic Microsystems, Inc. - Common Stock|Q|N|N|100
NEWL|NewLead Holdings Ltd. - Common Shares|Q|N|D|100
NEWP|Newport Corporation - Common Stock|Q|N|N|100
NEWS|NewStar Financial, Inc. - Common Stock|Q|N|N|100
NEWT|Newtek Business Services Inc. - Common Stock|S|N|N|100
NEXS|Nexxus Lighting, Inc. - Class A Common Stock|S|N|N|100
NFBK|Northfield Bancorp, Inc. - Common Stock|Q|N|N|100
NFEC|NF Energy Saving Corporation - Common Stock|G|N|D|100
NFLX|Netflix, Inc. - Common Stock|Q|N|N|100
NFSB|Newport Bancorp, Inc. - common stock|G|N|N|100
NGPC|NGP Capital Resources Company - Closed End Fund|Q|N|N|100
NGSX|NeurogesX, Inc. - Common Stock|G|N|D|100
NHTB|New Hampshire Thrift Bancshares, Inc. - Common Stock|G|N|N|100
NICE|NICE-Systems Limited - American Depositary Shares each representing one Ordinary Share|Q|N|N|100
NICK|Nicholas Financial, Inc. - Common Stock|Q|N|N|100
NIHD|NII Holdings, Inc. - Common Stock|Q|N|N|100
NILE|Blue Nile, Inc. - Common Stock|Q|N|N|100
NINE|Ninetowns Internet Technology Group Company Limited - American Depositary Shares representing 1 ordinary share|G|N|N|100
NKBP|China Nuokang Bio-Pharmaceutical Inc. - American depositary shares, each representing eight ordinary shares|G|N|N|100
NKSH|National Bankshares, Inc. - Common Stock|S|N|N|100
NKTR|Nektar Therapeutics - Common Stock|Q|N|N|100
NLNK|NewLink Genetics Corporation - Common Stock|G|N|N|100
NLST|Netlist, Inc. - Common Stock|G|N|N|100
NMAR|Nautilus Marine Acquisition Corp. - Common Stock|S|N|N|100
NMARW|Nautilus Marine Acquisition Corp. - Warrants|S|N|N|100
NMRX|Numerex Corp. - Class A Common Stock|G|N|N|100
NNBR|NN, Inc. - Common Stock|Q|N|N|100
NOBH|Nobility Homes, Inc. - Common Stock|G|N|E|100
NOIZ|Micronetics, Inc. - Common Stock|S|N|N|100
NOOF|New Frontier Media, Inc. - Common Stock|Q|N|N|100
NOVB|North Valley Bancorp - Common Stock|Q|N|N|100
NPBC|National Penn Bancshares, Inc. - Common Stock|Q|N|N|100
NPBCO|National Penn Bancshares, Inc. - NPB Capital Trust II - 7.85% Cumulative Trust Preferred Securities|Q|N|N|100
NPSP|NPS Pharmaceuticals, Inc. - Common Stock|G|N|N|100
NRCI|National Research Corporation - Common Stock|G|N|N|100
NRIM|Northrim BanCorp Inc - Common Stock|Q|N|N|100
NSEC|National Security Group, Inc. - Common Stock|G|N|N|100
NSFC|Northern States Financial Corporation - Common Stock|S|N|D|100
NSIT|Insight Enterprises, Inc. - Common Stock|Q|N|N|100
NSPH|Nanosphere, Inc. - Common Stock|G|N|N|100
NSSC|NAPCO Security Technologies, Inc. - Common Stock|Q|N|N|100
NSYS|Nortech Systems Incorporated - Common Stock|S|N|N|100
NTAP|NetApp, Inc. - Common Stock|Q|N|N|100
NTCT|NetScout Systems, Inc. - Common Stock|Q|N|N|100
NTES|NetEase.com, Inc. - American Depositary Shares, each representing 25 ordinary shares|Q|N|N|100
NTGR|NETGEAR, Inc. - Common Stock|Q|N|N|100
NTIC|Northern Technologies International Corporation - Common Stock|G|N|N|100
NTK|Nortek Inc. - Common Stock|G|N|N|100
NTLS|NTELOS Holdings Corp. - Common Stock|Q|N|N|100
NTRI|NutriSystem Inc - Common Stock|Q|N|N|100
NTRS|Northern Trust Corporation - Common Stock|Q|N|N|100
NTSC|National Technical Systems, Inc. - Common Stock|G|N|N|100
NTSP|NetSpend Holdings, Inc. - Common Stock|Q|N|N|100
NTWK|NetSol Technologies Inc. - Common Stock|S|N|D|100
NUAN|Nuance Communications, Inc. - Common Stock|Q|N|N|100
NUCL|iShares S&P Global Nuclear Energy Index Fund|G|N|N|100
NURO|NeuroMetrix, Inc. - Common Stock|S|N|N|100
NUTR|Nutraceutical International Corporation - Common Stock|Q|N|N|100
NUVA|NuVasive, Inc. - Common Stock|Q|N|N|100
NVAX|Novavax, Inc. - Common Stock|G|N|N|100
NVDA|NVIDIA Corporation - Common Stock|Q|N|N|100
NVEC|NVE Corporation - Common Stock|S|N|N|100
NVGND|Novogen Limited - American Depositary Shares each representing five Ordinary Shares|S|N|N|100
NVLS|Novellus Systems, Inc. - Common Stock|Q|N|N|100
NVMI|Nova Measuring Instruments Ltd. - Ordinary Shares|Q|N|N|100
NVSL|Naugatuck Valley Financial Corporation - Common Stock|G|N|N|100
NVTL|Novatel Wireless, Inc. - Common Stock|Q|N|N|100
NWBI|Northwest Bancshares, Inc. - Common Stock|Q|N|N|100
NWFL|Norwood Financial Corp. - Common Stock|G|N|N|100
NWK|Network Equipment Technologies, Inc. - Common Stock|G|N|N|100
NWLI|National Western Life Insurance Company - Class A Common Stock|Q|N|N|100
NWPX|Northwest Pipe Company - Common Stock|Q|N|E|100
NWS|News Corporation - Class B Common Stock|Q|N|N|100
NWSA|News Corporation - Class A Common Stock|Q|N|N|100
NXPI|NXP Semiconductors N.V. - Common Stock|Q|N|N|100
NXST|Nexstar Broadcasting Group, Inc. - Class A Common Stock|G|N|N|100
NXTM|NxStage Medical, Inc. - Common Stock|Q|N|N|100
NYMT|New York Mortgage Trust, Inc. - Common Stock|S|N|N|100
NYMX|Nymox Pharmaceutical Corporation - Common Stock|S|N|N|100
NYNY|Empire Resorts, Inc. - Common Stock|G|N|N|100
OABC|OmniAmerican Bancorp, Inc. - Common Stock|Q|N|N|100
OBAF|OBA Financial Services, Inc. - Common Stock|S|N|N|100
OBAS|Optibase Ltd. - Ordinary Shares|G|N|N|100
OBCI|Ocean Bio-Chem, Inc. - Common Stock|S|N|N|100
OCC|Optical Cable Corporation - Common Stock|G|N|N|100
OCFC|OceanFirst Financial Corp. - Common Stock|Q|N|N|100
OCLR|Oclaro, Inc. - Common Stock|Q|N|N|100
OCLS|Oculus Innovative Sciences, Inc. - Common Stock|S|N|D|100
OCZ|OCZ Technology Group Inc - Common Stock|S|N|N|100
ODFL|Old Dominion Freight Line, Inc. - Common Stock|Q|N|N|100
OFED|Oconee Federal Financial Corp. - Common Stock|S|N|N|100
OFIX|Orthofix International N.V. - Common Stock|Q|N|N|100
OFLX|Omega Flex, Inc. - Common Stock|G|N|N|100
OGXI|OncoGenex Pharmaceuticals Inc. - Common Shares|S|N|N|100
OIIM|O2Micro International Limited - Ordinary Shares each 50 shares of which are represented by an American Depositary Share|Q|N|N|100
OINK|Tianli Agritech, Inc. - Common Shares|G|N|N|100
OKSB|Southwest Bancorp, Inc. - Common Stock|Q|N|N|100
OKSBP|Southwest Bancorp, Inc. - Southwest Capital Trust II-  Trust Preferred Securities|Q|N|N|100
OLBK|Old Line Bancshares, Inc. - Common Stock|S|N|N|100
OLCB|Ohio Legacy Corporation - Common Stock|S|N|N|100
OMAB|Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares|Q|N|N|100
OMCL|Omnicell, Inc. - Common Stock|Q|N|N|100
OMER|Omeros Corporation - Common Stock|G|N|N|100
OMEX|Odyssey Marine Exploration, Inc. - Common Stock|S|N|N|100
OMPI|Obagi Medical Products, Inc. - Common Stock|Q|N|N|100
ONCY|Oncolytics Biotech, Inc. - Common Shares|S|N|N|100
ONEQ|Fidelity Nasdaq Composite Index Tracking Stock|G|N|N|100
ONFC|Oneida Financial Corp. - Common Stock|G|N|N|100
ONNN|ON Semiconductor Corporation - Common Stock|Q|N|N|100
ONSM|Onstream Media Corporation - Common Stock|S|N|D|100
ONTY|Oncothyreon, Inc . - Common Shares|G|N|N|100
ONVI|Onvia, Inc. - Common Stock|S|N|N|100
ONXX|ONYX Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
OPAY|Official Payments Holdings, Inc. - Common Stock|G|N|N|100
OPEN|OpenTable, Inc. - Common Stock|Q|N|N|100
OPHC|OptimumBank Holdings, Inc. - Common Stock|S|N|D|100
OPLK|Oplink Communications, Inc. - Common Stock|Q|N|N|100
OPNT|OPNET Technologies Inc. - Common Stock|Q|N|N|100
OPOF|Old Point Financial Corporation - Common Stock|S|N|N|100
OPTR|Optimer Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
OPTT|Ocean Power Technologies, Inc. - Common Stock|G|N|N|100
OPWV|Openwave Systems Inc - Common Stock|Q|N|N|100
OPXA|Opexa Therapeutics, Inc. - Common Stock|S|N|N|100
OPXAW|Opexa Therapeutics, Inc. - Warrants Series E 02/19/2013|S|N|N|100
OPXT|Opnext, Inc. - Common Stock|Q|N|N|100
ORBC|ORBCOMM Inc. - Common Stock|G|N|N|100
ORBK|Orbotech Ltd. - Ordinary Shares|Q|N|N|100
ORBT|Orbit International Corporation - Common Stock|S|N|N|100
ORCC|Online Resources Corporation - Common Stock|Q|N|N|100
ORCL|Oracle Corporation - Common Stock|Q|N|N|100
ORCT|Orckit Communications, Limited - Ordinary Shares|G|N|D|100
OREX|Orexigen Therapeutics, Inc. - Common Stock|G|N|N|100
ORIG|Ocean Rig UDW Inc. - Common Stock When Issued|Q|N|N|100
ORIT|Oritani Financial Corp. - Common Stock|Q|N|N|100
ORLY|O'Reilly Automotive, Inc. - Common Stock|Q|N|N|100
ORRF|Orrstown Financial Services Inc - Common Stock|S|N|N|100
OSBC|Old Second Bancorp, Inc. - Common Stock|Q|N|N|100
OSBCP|Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities|Q|N|N|100
OSH|Orchard Supply Hardware Stores Corporation - Class A Common Stock|S|N|N|100
OSHC|Ocean Shore Holding Co. - Common Stock|G|N|N|100
OSIR|Osiris Therapeutics, Inc. - Common Stock|G|N|N|100
OSIS|OSI Systems, Inc. - Common Stock|Q|N|N|100
OSM|SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due March 15, 2017|G|N|N|100
OSN|Ossen Innovation Co., Ltd. - American Depositary Shares|G|N|N|100
OSTK|Overstock.com, Inc. - Common Stock|G|N|N|100
OSUR|OraSure Technologies, Inc. - Common Stock|Q|N|N|100
OTEX|Open Text Corporation - Common Shares|Q|N|N|100
OTIV|On Track Innovations Ltd - Ordinary Shares|G|N|N|100
OTT|Otelco, Inc. - Otelco, Inc. Income Deposit Securities 1 share of Class A common stock and 7.5% Senior Subordinated Notes due 2019|G|N|N|100
OTTR|Otter Tail Corporation - Common Stock|Q|N|N|100
OUTD|Outdoor Channel Holdings, Inc. - Common Stock|Q|N|N|100
OVBC|Ohio Valley Banc Corp. - Common Stock|G|N|N|100
OVLY|Oak Valley Bancorp (CA) - Common Stock|S|N|N|100
OVRL|Overland Storage, Inc. - Common Stock|S|N|N|100
OVTI|OmniVision Technologies, Inc. - Common Stock|Q|N|N|100
OXBT|Oxygen Biotherapeutics, Inc. - Common Stock|S|N|N|100
OXGN|OXiGENE, Inc. - Common Stock|S|N|N|100
OXLC|Oxford Lane Capital Corp. - Common Stock|Q|N|N|100
OYOG|OYO Geospace Corporation - Common Stock|Q|N|N|100
OZRK|Bank of the Ozarks - Common Stock|Q|N|N|100
PAAS|Pan American Silver Corp. - Common Stock|Q|N|N|100
PACB|Pacific Biosciences of California, Inc. - Common Stock|Q|N|N|100
PACQ|Prime Acquisition Corp. - Ordinary Shares|S|N|N|100
PACQU|Prime Acquisition Corp. - Unit|S|N|N|100
PACQW|Prime Acquisition Corp. - Warrant|S|N|N|100
PACR|Pacer International, Inc. - Common Stock|Q|N|N|100
PACW|PacWest Bancorp - Common Stock|Q|N|N|100
PAGG|PowerShares Global Agriculture Portfolio|G|N|N|100
PANL|Universal Display Corporation - Common Stock|Q|N|N|100
PARL|Parlux Fragrances, Inc. - Common Stock|Q|N|N|100
PATH|NuPathe Inc. - Common Stock|G|N|N|100
PATK|Patrick Industries, Inc. - Common Stock|G|N|N|100
PATR|Patriot Transportation Holding, Inc. - Common Stock|Q|N|N|100
PAYX|Paychex, Inc. - Common Stock|Q|N|N|100
PBCT|People's United Financial, Inc. - Common Stock|Q|N|N|100
PBHC|Pathfinder Bancorp, Inc. - Common Stock|S|N|N|100
PBIB|Porter Bancorp, Inc. - Common Stock|G|N|N|100
PBIO|Pressure BioSciences, Inc. - Common Stock|S|N|D|100
PBIP|Prudential Bancorp, Inc. of Pennsylvania - Common Stock|G|N|N|100
PBSK|Poage Bankshares, Inc. - Common Stock|S|N|N|100
PCAR|PACCAR Inc. - Common Stock|Q|N|N|100
PCBC|Pacific Capital Bancorp - Common Stock|Q|N|N|100
PCBK|Pacific Continental Corporation (Ore) - Common Stock|Q|N|N|100
PCCC|PC Connection, Inc. - Common Stock|Q|N|N|100
PCH|Potlatch Corporation - Common Stock|Q|N|N|100
PCLN|priceline.com Incorporated - Common Stock|Q|N|N|100
PCO|Pendrell Corporation - Class A Common Stock|Q|N|N|100
PCOM|Points International, Ltd. - Common Shares|S|N|N|100
PCRX|Pacira Pharmaceuticals, Inc. - Common Stock|G|N|N|100
PCTI|PC-Tel, Inc. - Common Stock|G|N|N|100
PCYC|Pharmacyclics, Inc. - Common Stock|S|N|N|100
PCYO|Pure Cycle Corporation - Common Stock|S|N|N|100
PDCO|Patterson Companies, Inc. - Common Stock|Q|N|N|100
PDEX|Pro-Dex, Inc. - Common Stock|S|N|N|100
PDFS|PDF Solutions, Inc. - Common Stock|G|N|N|100
PDII|PDI, Inc. - Common Stock|G|N|N|100
PDLI|PDL BioPharma, Inc. - Common Stock|Q|N|N|100
PEBK|Peoples Bancorp of North Carolina, Inc. - Common Stock|G|N|N|100
PEBO|Peoples Bancorp Inc. - Common Stock|Q|N|N|100
PEDH|Peoples Educational Holdings, Inc. - Common Stock|S|N|D|100
PEER|IntelePeer, Inc. - Common Stock|Q|N|N|100
PEET|Peet's Coffee & Tea, Inc. - Common Stock|Q|N|N|100
PEGA|Pegasystems Inc. - Common Stock|Q|N|N|100
PEIX|Pacific Ethanol, Inc. - commonstock|S|N|N|100
PENN|Penn National Gaming, Inc. - Common Stock|Q|N|N|100
PENX|Penford Corporation - Common Stock|G|N|N|100
PEOP|Peoples Federal Bancshares, Inc. - Common Stock|S|N|N|100
PERF|Perfumania Holdings, Inc - Common Stock|S|N|N|100
PERI|Perion Network Ltd - ordinary shares|G|N|N|100
PERY|Perry Ellis International Inc. - Common Stock|Q|N|N|100
PESI|Perma-Fix Environmental Services, Inc. - Common Stock|S|N|N|100
PETD|Petroleum Development Corporation - Common Stock|Q|N|N|100
PETM|PetSmart, Inc - Common Stock|Q|N|N|100
PETS|PetMed Express, Inc. - Common Stock|Q|N|N|100
PFBC|Preferred Bank - Common Stock|Q|N|N|100
PFBI|Premier Financial Bancorp, Inc. - Common Stock|G|N|N|100
PFBX|Peoples Financial Corporation - Common Stock|S|N|N|100
PFCB|P.F.Chang's China Bistro, Inc. - Common Stock|Q|N|N|100
PFIN|P & F Industries, Inc. - Class A Common Stock|G|N|N|100
PFLT|PennantPark Floating Rate Capital Ltd. - Common Stock|Q|N|N|100
PFSW|PFSweb, Inc. - Common Stock|S|N|N|100
PGC|Peapack-Gladstone Financial Corporation - Common Stock|Q|N|N|100
PGNX|Progenics Pharmaceuticals Inc. - Common Stock|Q|N|N|100
PGTI|PGT, Inc. - Common Stock|G|N|N|100
PHII|PHI, Inc. - Voting Common Stock|G|N|N|100
PHIIK|PHI, Inc. - Non-Voting Common Stock|G|N|N|100
PHMD|PhotoMedex, Inc. - Common Stock|Q|N|N|100
PICO|PICO Holdings Inc. - Common Stock|Q|N|N|100
PKBK|Parke Bancorp, Inc. - Common Stock|S|N|N|100
PKOH|Park-Ohio Holdings Corp. - Common Stock|Q|N|N|100
PKOL|PowerShares Global Coal Portfolio|G|N|N|100
PKT|Procera Networks, Inc. - Common Stock|G|N|N|100
PLAB|Photronics, Inc. - Common Stock|Q|N|N|100
PLBC|Plumas Bancorp - Common Stock|S|N|N|100
PLCC|Paulson Capital Corp. - Common Stock|S|N|D|100
PLCE|The Children's Place Retail Stores, Inc. - Common Stock|Q|N|N|100
PLCM|Polycom, Inc. - Common Stock|Q|N|N|100
PLFE|Presidential Life Corporation - Common Stock|Q|N|N|100
PLMT|Palmetto Bancshares, Inc. (SC) - Common Stock|S|N|N|100
PLNR|Planar Systems, Inc. - Common Stock|G|N|N|100
PLPC|Preformed Line Products Company - Common Stock|Q|N|N|100
PLTM|First Trust ISE Global Platinum Index Fund|G|N|N|100
PLUG|Plug Power, Inc. - Common Stock|S|N|N|100
PLUS|ePlus inc. - Common Stock|Q|N|N|100
PLXS|Plexus Corp. - Common Stock|Q|N|N|100
PLXT|PLX Technology, Inc. - Common Stock|G|N|N|100
PMBC|Pacific Mercantile Bancorp - Common Stock|Q|N|N|100
PMCS|PMC - Sierra, Inc. - Common Stock|Q|N|N|100
PMD|Psychemedics Corporation - Common Stock|S|N|N|100
PMFG|PMFG, Inc. - Common Stock|Q|N|N|100
PMNA|PowerShares MENA Frontier Countries Portfolio|G|N|N|100
PMTC|Parametric Technology Corporation - Common Stock|Q|N|N|100
PMTI|Palomar Medical Technologies, Inc. - Common Stock|Q|N|N|100
PNBC|Princeton National Bancorp, Inc. - Common Stock|G|N|N|100
PNBK|Patriot National Bancorp Inc. - Common Stock|G|N|N|100
PNCL|Pinnacle Airlines Corp. - Common Stock|Q|N|N|100
PNFP|Pinnacle Financial Partners, Inc. - Common Stock|Q|N|N|100
PNNT|PennantPark Investment Corporation - common stock|Q|N|N|100
PNQI|PowerShares Nasdaq Internet Portfolio|G|N|N|100
PNRA|Panera Bread Company - Class A Common Stock|Q|N|N|100
PNRG|PrimeEnergy Corporation - Common Stock|S|N|N|100
PNSN|Penson Worldwide, Inc. - Common Stock|Q|N|N|100
PNTR|Pointer Telocation Ltd. - Ordinary Shares|S|N|N|100
PODD|Insulet Corporation - Common Stock|Q|N|N|100
POOL|Pool Corporation - Common Stock|Q|N|N|100
POPE|Pope Resources - Limited Partnership|S|N|N|100
POWI|Power Integrations, Inc. - Common Stock|Q|N|N|100
POWL|Powell Industries, Inc. - Common Stock|Q|N|N|100
POWR|PowerSecure International, Inc - Common Stock|Q|N|N|100
POZN|Pozen, Inc. - Common Stock|G|N|N|100
PPBI|Pacific Premier Bancorp Inc - Common Stock|G|N|N|100
PPHM|Peregrine Pharmaceuticals Inc. - Common Stock|S|N|N|100
PRAA|Portfolio Recovery Associates, Inc. - Common Stock|Q|N|N|100
PRAN|Prana Biotechnology Ltd - American Depositary Shares each representing ten Ordinary Shares|S|N|N|100
PRCP|Perceptron, Inc. - Common Stock|G|N|N|100
PRFT|Perficient, Inc. - Common Stock|Q|N|N|100
PRFZ|PowerShares FTSE RAFI US 1500 Small-Mid Portfolio|G|N|N|100
PRGO|Perrigo Company - Common Stock|Q|N|N|100
PRGS|Progress Software Corporation - Common Stock|Q|N|N|100
PRGX|PRGX Global, Inc. - Common Stock|G|N|N|100
PRIM|Primoris Services Corporation - Common Stock|Q|N|N|100
PRKR|ParkerVision, Inc. - Common Stock|S|N|D|100
PRLS|Peerless Systems Corporation - Common Stock|S|N|N|100
PRMW|Primo Water Corporation - Common Stock|G|N|N|100
PROJ|Deltek, Inc. - Common Stock|Q|N|N|100
PROV|Provident Financial Holdings, Inc. - Common Stock|Q|N|N|100
PRPH|ProPhase Labs, Inc. - Common Stock|G|N|N|100
PRSC|The Providence Service Corporation - Common Stock|Q|N|N|100
PRST|Presstek, Inc. - Common Stock|Q|N|D|100
PRTS|U.S. Auto Parts Network, Inc. - Common Stock|Q|N|N|100
PRWT|Premier West Bancorp - Common Stock|S|N|N|100
PRXI|Premier Exhibitions, Inc. - Common Stock|G|N|N|100
PRXL|PAREXEL International Corporation - Common Stock|Q|N|N|100
PSAU|PowerShares Global Gold & Precious Metals Portfolio|G|N|N|100
PSBH|PSB Holdings, Inc. - Common Stock|G|N|N|100
PSCC|PowerShares S&P SmallCap Consumer Staples Portfolio|G|N|N|100
PSCD|PowerShares S&P SmallCap Consumer Discretionary Portfolio|G|N|N|100
PSCE|PowerShares S&P SmallCap Energy Portfolio|G|N|N|100
PSCF|PowerShares S&P SmallCap Financials Portfolio|G|N|N|100
PSCH|PowerShares S&P SmallCap Health Care Portfolio|G|N|N|100
PSCI|PowerShares S&P SmallCap Industrials Portfolio|G|N|N|100
PSCM|PowerShares S&P SmallCap Materials Portfolio|G|N|N|100
PSCT|PowerShares S&P SmallCap Information Technology Portfolio|G|N|N|100
PSCU|PowerShares S&P SmallCap Utilities Portfolio|G|N|N|100
PSDV|pSivida Corp. - Common Stock|G|N|N|100
PSEC|Prospect Capital Corporation - Common Stock|Q|N|N|100
PSEM|Pericom Semiconductor Corporation - Common Stock|Q|N|N|100
PSMT|PriceSmart, Inc. - Common Stock|Q|N|N|100
PSOF|Pansoft Company Limited - Common Stock|S|N|N|100
PSSI|PSS World Medical Inc. - Common Stock|Q|N|N|100
PSTB|Park Sterling Bank - Common Stock|G|N|N|100
PSTI|Pluristem Therapeutics, Inc. - Common Stock|S|N|N|100
PSTL|PowerShares Global Steel Portfolio|G|N|N|100
PSTR|PostRock Energy Corporation - Common Stock|G|N|N|100
PSUN|Pacific Sunwear of California, Inc. - Common Stock|Q|N|N|100
PTEK|PokerTek, Inc. - Common Stock|S|N|D|100
PTEN|Patterson-UTI Energy, Inc. - Common Stock|Q|N|N|100
PTIE|Pain Therapeutics - Common Stock|Q|N|N|100
PTIX|Performance Technologies, Incorporated - Common Stock|G|N|N|100
PTNR|Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share|Q|N|N|100
PTNT|Internet Patents Corporation - Common Stock|S|N|N|100
PTRY|The Pantry, Inc. - Common Stock|Q|N|N|100
PTSI|P.A.M. Transportation Services, Inc. - Common Stock|G|N|N|100
PTSX|Point.360 - Common Stock, no par|S|N|N|100
PULB|Pulaski Financial Corp. - Common Stock|Q|N|N|100
PURE|PURE Bioscience, Inc. - Common Stock|S|N|D|100
PVFC|Pvf Capital Corp. - Common Stock|S|N|N|100
PVSW|Pervasive Software Inc. - Common Stock|G|N|N|100
PVTB|PrivateBancorp, Inc. - Common Stock|Q|N|N|100
PVTBP|PrivateBancorp, Inc. - PrivateBancorp Capital Trust IV - 10% Trust Preferred|Q|N|N|100
PWAV|Powerwave Technologies, Inc. - Common Stock|Q|N|N|100
PWER|Power-One, Inc. - Common Stock|Q|N|N|100
PWND|PowerShares Global Wind Energy Portfolio|G|N|N|100
PWOD|Penns Woods Bancorp, Inc. - Common Stock|Q|N|N|100
PWRD|Perfect World Co., Ltd. - American Depositary Shares, each representing five Class B ordinary shares|Q|N|N|100
PWX|Providence and Worcester Railroad Company - Common Stock|G|N|N|100
PXLW|Pixelworks, Inc. - Common Stock|G|N|N|100
PZZA|Papa John'S International, Inc. - Common Stock|Q|N|N|100
PZZI|Pizza Inn Holdings, Inc. - Common Stock|S|N|N|100
QABA|First Trust NASDAQ ABA Community Bank Index Fund|G|N|N|100
QADA|QAD Inc. - Class A Common Stock|Q|N|N|100
QADB|QAD Inc. - Common Stock|Q|N|N|100
QBAK|Qualstar Corporation - Common Stock|G|N|N|100
QCCO|QC Holdings, Inc. - Common Stock|G|N|N|100
QCLN|First Trust NASDAQ Clean Edge Green Energy Index Fund|G|N|N|100
QCOM|QUALCOMM Incorporated - Common Stock|Q|N|N|100
QCOR|Questcor Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
QCRH|QCR Holdings, Inc. - Common Stock|G|N|N|100
QDEL|Quidel Corporation - Common Stock|Q|N|N|100
QGEN|Qiagen N.V. - Common Shares|Q|N|N|100
QKLS|QKL Stores, Inc. - Common Stock|S|N|D|100
QLGC|QLogic Corporation - Common Stock|Q|N|N|100
QLIK|Qlik Technologies Inc. - Common Stock|Q|N|N|100
QLTI|QLT Inc. - Common Shares|Q|N|N|100
QLTY|Quality Distribution, Inc. - Common Stock|G|N|N|100
QNST|QuinStreet, Inc. - Common Stock|Q|N|N|100
QQEW|First Trust NASDAQ-100 Equal Weighted Index Fund|G|N|N|100
QQQ|PowerShares QQQ Trust, Series 1|G|N|N|100
QQQC|Global X NASDAQ China Technology ETF|G|N|N|100
QQQM|Global X NASDAQ 400 Mid Cap ETF|G|N|N|100
QQQV|Global X NASDAQ 500 ETF|G|N|N|100
QQQX|NASDAQ Premium Income and Growth Fund Inc. - Common Stock|Q|N|N|100
QQXT|First Trust NASDAQ-100 Ex-Technology Sector Index Fund|G|N|N|100
QSFT|Quest Software, Inc. - Common Stock|Q|N|N|100
QSII|Quality Systems, Inc. - Common Stock|Q|N|N|100
QTEC|First Trust NASDAQ-100- Technology Index Fund|G|N|N|100
QTWW|Quantum Fuel Systems Technologies Worldwide, Inc. - Common Stock|G|N|D|100
QUIK|QuickLogic Corporation - Common Stock|G|N|N|100
RADA|Rada Electronics Industries Limited - Ordinary Shares|S|N|N|100
RAIL|Freightcar America, Inc. - Common Stock|Q|N|N|100
RAND|Rand Capital Corporation - Common Stock ($0.10 Par Value)|S|N|N|100
RAVN|Raven Industries, Inc. - Common Stock|Q|N|N|100
RBCAA|Republic Bancorp, Inc. - Class A Common Stock|Q|N|N|100
RBCN|Rubicon Technology, Inc. - Common Stock|Q|N|N|100
RBNF|Rurban Financial Corp - Common Stock|G|N|N|100
