"",class_name,gdp,return_on_invest
890,recession,38.525,52.014
891,riproaringtimes,52.075,64.743
892,riproaringtimes,48.54,66.138
893,riproaringtimes,47.189,61.59
894,goodtimes,59.134,62.147
895,riproaringtimes,53.353,61.556
896,recession,43.095,37.337
897,recession,41.909,56.608
898,recession,42.276,38.242
899,riproaringtimes,50.269,64.377
900,recession,44.451,42.027
901,riproaringtimes,48.629,64.718
902,riproaringtimes,44.427,61.71
903,goodtimes,58.169,59.894
904,recession,47.172,42.743
905,recession,46.455,43.025
906,goodtimes,48.793,60.397
907,goodtimes,52.624,54.749
908,riproaringtimes,55.889,71.688
909,goodtimes,52.259,58.795
910,recession,40.793,42.165
911,goodtimes,58.191,47.783
912,goodtimes,52.996,55.997
913,riproaringtimes,43.357,68.395
914,recession,35.824,39.896
915,goodtimes,56.15,59.113
916,riproaringtimes,56.907,62.485
917,riproaringtimes,47.835,71.261
918,riproaringtimes,49.628,69.319
919,riproaringtimes,50.13,65.375
920,goodtimes,58.935,60.543
921,goodtimes,53.5,54.974
922,goodtimes,55.591,58.162
923,riproaringtimes,48.549,71.599
924,goodtimes,54.383,54.805
925,goodtimes,52.073,57.269
926,goodtimes,53.927,53.068
927,riproaringtimes,48.469,66.819
928,goodtimes,54.176,54.563
929,goodtimes,57.343,64.182
930,riproaringtimes,45.166,58.961
931,riproaringtimes,50.688,68.709
932,riproaringtimes,55.278,73.606
933,goodtimes,51.617,58.15
934,goodtimes,55.338,53.246
935,riproaringtimes,52.331,66.898
936,recession,47.397,44.905
937,goodtimes,55.242,54.126
938,riproaringtimes,56.185,64.691
939,recession,46.363,42.667
940,recession,45.219,50.669
941,recession,44.076,43.512
942,goodtimes,52.993,48.451
943,goodtimes,68.004,57.471
944,riproaringtimes,55.625,61.323
945,riproaringtimes,57.443,69.624
946,recession,47.493,45.172
947,riproaringtimes,46.414,65.682
948,riproaringtimes,46.477,66.272
949,goodtimes,51.185,58.125
950,recession,44.319,45.764
951,goodtimes,53.73,55.505
952,goodtimes,61.932,53.285
953,recession,37.566,44.382
954,goodtimes,50.635,53.479
955,recession,39.936,48.53
956,recession,48.94,45.221
957,riproaringtimes,48.524,63.461
958,goodtimes,48.19,61.654
959,recession,46.918,44.15
960,recession,38.713,48.676
961,goodtimes,54.704,55.291
962,recession,49.33,48.51
963,riproaringtimes,46.047,66.186
964,riproaringtimes,51.779,65.099
965,riproaringtimes,47.968,62.64
966,goodtimes,56.527,59.735
967,goodtimes,53.599,54.092
968,recession,41.366,46.522
969,recession,38.805,46.821
970,riproaringtimes,48.144,60.338
971,riproaringtimes,51.614,62.622
972,recession,42.227,43.482
973,goodtimes,54.034,55.588
974,goodtimes,54.53,52.845
975,riproaringtimes,43.623,68.692
976,recession,47.323,51.14
977,riproaringtimes,48.881,59.174
978,riproaringtimes,47.491,60.232
979,riproaringtimes,43.299,70.724
980,riproaringtimes,54.43,66.856
981,goodtimes,54.274,65.099
982,goodtimes,54.78,59.557
983,goodtimes,50.552,59.177
984,goodtimes,59.464,52.447
985,riproaringtimes,56.575,65.009
986,goodtimes,60.095,55.673
987,goodtimes,54.932,51.186
988,riproaringtimes,53.667,65.911
989,goodtimes,48.34,55.338
990,riproaringtimes,56.085,71.587
991,riproaringtimes,42.563,72.147
992,riproaringtimes,50.144,62.953
993,goodtimes,46.143,58.407
994,recession,36.029,49.574
995,recession,50.507,42.626
996,riproaringtimes,49.926,63.316
997,riproaringtimes,47.978,63.459
998,recession,49.836,43.217
999,recession,45.729,40.929
1000,recession,45.91,48.383
1001,riproaringtimes,55.808,61.702
1002,recession,47.513,44.019
1003,recession,45.264,48.494
1004,goodtimes,58.814,52.934
1005,riproaringtimes,42.374,67.912
1006,goodtimes,59.372,58.94
1007,riproaringtimes,59.676,61.271
1008,riproaringtimes,49.485,64.585
1009,riproaringtimes,53.132,60.259
1010,recession,41.796,42.805
1011,recession,41.767,35.939
1012,riproaringtimes,52.932,66.594
1013,recession,45.287,40.609
1014,recession,43.652,44.469
1015,riproaringtimes,43.636,61.714
1016,goodtimes,63.493,56.425
1017,riproaringtimes,47.436,66.695
1018,recession,47.588,39.978
1019,riproaringtimes,48.542,67.252
1020,riproaringtimes,45.898,67.939
1021,goodtimes,54.31,50.539
1022,recession,45.241,41.919
1023,goodtimes,51.239,52.821
1024,recession,35.098,46.122
1025,riproaringtimes,53.386,68.091
1026,recession,44.096,47.829
1027,goodtimes,55.915,53.145
1028,riproaringtimes,48.234,65.51
1029,recession,48.23,43.257
1030,goodtimes,52.971,54.182
1031,recession,44.352,43.502
1032,riproaringtimes,46.537,67.286
1033,goodtimes,56.615,52.254
1034,recession,54.243,33.154
1035,goodtimes,56.539,48.944
1036,riproaringtimes,50.68,65.176
1037,riproaringtimes,48.887,69.859
1038,riproaringtimes,52.927,73.482
1039,goodtimes,56.351,50.308
1040,goodtimes,57.358,48.828
1041,recession,42.419,47.059
1042,recession,47.594,45.252
1043,riproaringtimes,48.8,63.504
1044,goodtimes,49.593,57.697
1045,goodtimes,56.877,52.211
1046,goodtimes,55.271,52.136
1047,recession,40.102,47.374
1048,goodtimes,57.013,54.735
1049,goodtimes,61.709,44.637
1050,riproaringtimes,42.104,65.952
1051,goodtimes,59.191,58.615
1052,goodtimes,52.319,59.482
1053,goodtimes,53.908,51.831
1054,recession,47.418,35.656
1055,goodtimes,49.633,57.261
1056,goodtimes,59.237,56.022
1057,goodtimes,46.369,51.182
1058,goodtimes,51.386,51.756
1059,recession,44.304,39.716
1060,riproaringtimes,43.995,70.497
1061,recession,51.709,41.411
1062,recession,47.351,46.815
1063,riproaringtimes,51.87,58.348
1064,riproaringtimes,48.798,63.861
1065,riproaringtimes,52.724,65.071
1066,recession,44.322,46.468
1067,recession,45.916,48.776
1068,goodtimes,56.548,53.406
1069,recession,49.785,52.758
1070,recession,53.288,42.354
1071,goodtimes,55.888,53.767
1072,recession,44.266,49.244
1073,riproaringtimes,52.429,64.497
1074,recession,48.071,46.276
1075,goodtimes,54.038,62.213
1076,riproaringtimes,53.313,69.106
1077,riproaringtimes,48.307,61.766
1078,riproaringtimes,49.182,58.998
1079,riproaringtimes,47.488,64.508
1080,riproaringtimes,41.034,66.426
1081,riproaringtimes,56.026,69.548
1082,riproaringtimes,51.882,63.995
1083,recession,49.569,42.19
1084,riproaringtimes,52.522,65.813
1085,recession,50.348,52.088
1086,riproaringtimes,53.177,68.504
1087,recession,43.018,40.776
1088,riproaringtimes,52.009,63.489
1089,riproaringtimes,51.532,65.949
1090,goodtimes,45.33,48.197
1091,recession,40.016,46.422
1092,recession,37.159,50.253
1093,goodtimes,56.516,53.952
1094,riproaringtimes,50.162,65.577
1095,goodtimes,49.124,47.919
1096,riproaringtimes,57.176,69.396
1097,recession,49.008,40.103
1098,goodtimes,55.01,57.549
1099,goodtimes,49.864,47.972
1100,riproaringtimes,49.357,60.015
1101,riproaringtimes,46.209,64.004
1102,recession,43.205,43.115
1103,goodtimes,52.824,56.327
1104,goodtimes,54.62,56.417
1105,riproaringtimes,44.711,65.895
1106,goodtimes,52.972,51.575
1107,recession,49.521,40.37
1108,goodtimes,53.399,53.691
1109,riproaringtimes,47.446,60.567
1110,recession,34.903,47.666
1111,recession,45.296,45.713
1112,recession,44.17,45.828
1113,goodtimes,52.698,53.944
1114,riproaringtimes,47.969,73.271
1115,goodtimes,53.464,54.086
1116,goodtimes,53.215,51.892
1117,riproaringtimes,49.816,67.746
1118,recession,51.166,48.615
1119,recession,41.146,43.271
1120,goodtimes,54.8,55.014
1121,riproaringtimes,44.027,68.212
1122,riproaringtimes,52.376,66.376
1123,recession,49.196,43.731
1124,riproaringtimes,45.714,61.059
1125,riproaringtimes,46.744,61.685
1126,goodtimes,58.917,47.195
1127,riproaringtimes,40.97,66.237
1128,recession,41.805,47.263
1129,goodtimes,60.008,52.382
1130,recession,42.294,42.965
1131,recession,43.516,38.254
1132,recession,50.543,43.382
1133,goodtimes,57.569,45.288
1134,goodtimes,59.473,60.359
1135,recession,42.712,43.995
1136,goodtimes,57.245,58.821
1137,recession,38.685,37.743
1138,riproaringtimes,52.178,74.198
1139,riproaringtimes,43.866,68.077
1140,riproaringtimes,50.056,75.589
1141,goodtimes,63.586,53.635
1142,recession,36.489,41.793
1143,recession,41.997,43.819
1144,riproaringtimes,53.628,56.968
1145,goodtimes,51.778,53.025
1146,riproaringtimes,55.24,60.779
1147,riproaringtimes,55.485,65.699
1148,riproaringtimes,48.312,64.763
1149,goodtimes,55.787,49.447
1150,goodtimes,50.884,53.485
1151,riproaringtimes,52.47,62.87
1152,goodtimes,51.021,61.928
1153,riproaringtimes,54.398,69.279
1154,goodtimes,49.069,55.85
1155,riproaringtimes,50.016,62.86
1156,recession,45.236,40.129
1157,goodtimes,55.405,53.432
1158,recession,49.862,51.816
1159,goodtimes,56.78,58.057
1160,recession,40.389,39.737
1161,goodtimes,61.849,54.329
1162,riproaringtimes,40.947,67.818
1163,riproaringtimes,49.034,68.831
1164,goodtimes,57.312,53.569
1165,recession,44.261,41.637
1166,goodtimes,58.022,59.022
1167,recession,50.231,47.334
1168,recession,49.18,40.99
1169,recession,43.69,41.498
1170,recession,52.372,49.701
1171,recession,41.278,45.35
1172,goodtimes,53.391,57.22
1173,goodtimes,55.148,49.669
1174,riproaringtimes,47.36,60.043
1175,goodtimes,55.175,53.447
1176,riproaringtimes,50.484,65.817
1177,recession,40.209,50.805
1178,goodtimes,56.27,56.136
1179,goodtimes,51.774,53.129
1180,recession,54.997,40.294
1181,recession,43.979,45.258
1182,riproaringtimes,49.028,63.629
1183,goodtimes,51.353,49.596
1184,riproaringtimes,43.247,68.495
1185,goodtimes,59.917,51.143
1186,riproaringtimes,54.531,69.709
1187,goodtimes,49.8,64.054
1188,goodtimes,69.087,52.421
1189,riproaringtimes,48.697,69.845
1190,riproaringtimes,47.703,60.258
1191,riproaringtimes,52.123,66.091
1192,recession,49.97,52.572
1193,recession,45.689,54.623
1194,goodtimes,52.876,53.253
1195,recession,45.885,37.401
1196,riproaringtimes,53.471,64.92
1197,goodtimes,58.775,52.177
1198,goodtimes,62.678,60.419
1199,goodtimes,53.807,51.606
1200,goodtimes,51.91,51.753
1201,riproaringtimes,33.88,70.765
1202,goodtimes,47.016,52.843
1203,riproaringtimes,61.514,60.824
1204,recession,36.754,47.442
1205,goodtimes,46.188,49.78
1206,recession,43.859,48.243
1207,recession,45.581,36.708
1208,riproaringtimes,49.462,70.512
1209,riproaringtimes,42.088,68.956
1210,recession,46.867,39.501
1211,riproaringtimes,44.562,65.4
1212,goodtimes,58.622,55.785
1213,goodtimes,55.467,47.932
1214,goodtimes,52.697,59.965
1215,goodtimes,56.251,46.617
1216,recession,44.418,47.28
1217,goodtimes,54.255,50.046
1218,recession,46.677,45.952
1219,goodtimes,49.263,51.621
1220,recession,47.307,41.23
1221,riproaringtimes,50.954,66.136
1222,recession,39.728,46.555
1223,recession,47.629,47.229
1224,goodtimes,52.145,56.25
1225,riproaringtimes,48.388,66.361
1226,riproaringtimes,44.976,62.137
1227,riproaringtimes,45.888,63.645
1228,goodtimes,56.736,46.549
1229,recession,41.914,55.277
1230,riproaringtimes,54.846,66.319
1231,riproaringtimes,56.398,67.117
1232,recession,47.226,49.903
1233,goodtimes,57.41,48.448
1234,goodtimes,54.855,55.059
1235,riproaringtimes,44.127,67.278
1236,goodtimes,61.46,60.153
1237,recession,38.513,50.0
1238,recession,38.142,53.416
1239,goodtimes,61.686,57.09
1240,goodtimes,55.147,56.502
1241,goodtimes,62.577,58.448
1242,goodtimes,53.74,48.343
1243,recession,51.05,42.696
1244,recession,44.909,44.565
1245,goodtimes,54.243,53.532
1246,recession,44.048,36.857
1247,riproaringtimes,49.302,66.532
1248,recession,46.645,45.747
1249,riproaringtimes,47.873,62.608
1250,riproaringtimes,52.353,65.906
1251,riproaringtimes,52.541,67.957
1252,recession,35.678,42.386
1253,riproaringtimes,52.407,61.069
1254,recession,48.372,51.713
1255,recession,59.65,48.605
1256,riproaringtimes,51.807,60.18
1257,riproaringtimes,51.238,68.292
1258,recession,42.262,47.079
1259,riproaringtimes,48.496,64.138
1260,riproaringtimes,55.96,75.676
1261,recession,44.502,43.008
1262,recession,45.304,40.68
1263,goodtimes,43.671,51.731
1264,goodtimes,57.461,52.386
1265,goodtimes,52.843,58.641
1266,riproaringtimes,53.157,66.986
1267,recession,47.932,47.054
1268,riproaringtimes,53.769,64.883
1269,goodtimes,52.378,53.33
1270,goodtimes,50.228,56.728
1271,goodtimes,50.245,55.857
1272,recession,47.116,46.521
1273,recession,42.768,45.267
1274,riproaringtimes,51.126,61.504
1275,goodtimes,57.992,52.299
1276,recession,44.739,45.352
1277,riproaringtimes,49.614,64.009
1278,recession,43.367,45.156
1279,goodtimes,58.913,59.616
1280,goodtimes,49.591,53.076
1281,goodtimes,55.746,46.426
1282,riproaringtimes,49.308,60.523
1283,recession,40.465,46.368
1284,recession,42.732,47.895
1285,goodtimes,59.84,55.181
1286,riproaringtimes,50.534,60.847
1287,riproaringtimes,44.996,69.176
1288,recession,40.364,42.691
1289,riproaringtimes,52.686,63.387
1290,riproaringtimes,60.848,66.547
1291,goodtimes,67.166,58.729
1292,recession,41.507,43.101
1293,goodtimes,61.27,50.938
1294,goodtimes,54.403,58.679
1295,riproaringtimes,51.956,68.488
1296,goodtimes,58.202,56.057
1297,goodtimes,56.923,58.686
1298,recession,46.34,46.684
1299,recession,46.798,50.704
1300,riproaringtimes,47.273,62.195
1301,goodtimes,52.083,57.87
1302,goodtimes,56.731,55.25
1303,goodtimes,56.293,49.221
1304,goodtimes,57.458,61.846
1305,goodtimes,52.167,44.636
1306,goodtimes,58.024,55.878
1307,recession,50.178,50.876
1308,recession,46.661,49.796
1309,recession,36.696,37.111
1310,riproaringtimes,51.611,62.013
1311,riproaringtimes,59.749,69.505
1312,riproaringtimes,50.265,64.088
1313,recession,34.64,46.065
1314,riproaringtimes,49.223,65.851
1315,recession,55.331,42.55
1316,goodtimes,54.027,49.181
1317,goodtimes,48.718,56.685
1318,goodtimes,65.345,54.979
1319,goodtimes,48.625,54.827
1320,recession,47.498,46.589
1321,recession,42.034,37.469
1322,recession,39.484,45.41
1323,goodtimes,53.718,61.448
1324,riproaringtimes,42.323,62.252
1325,goodtimes,59.572,60.027
1326,recession,38.614,42.673
1327,recession,49.648,47.172
1328,recession,44.62,41.599
1329,goodtimes,48.377,59.638
1330,recession,38.572,46.762
1331,recession,39.92,46.835
1332,goodtimes,43.13,51.006
1333,riproaringtimes,51.481,65.805
1334,riproaringtimes,52.03,67.189
1335,recession,40.991,36.401
1336,riproaringtimes,49.228,70.41
1337,goodtimes,49.896,50.458
1338,recession,46.349,47.824
1339,recession,33.55,49.897
1340,recession,41.531,54.001
1341,goodtimes,56.385,56.568
1342,riproaringtimes,52.723,68.668
1343,recession,45.212,43.494
1344,goodtimes,51.987,50.654
1345,goodtimes,59.041,52.732
1346,goodtimes,58.973,58.068
1347,goodtimes,60.406,58.2
1348,goodtimes,53.793,55.03
1349,goodtimes,46.279,56.99
1350,goodtimes,56.927,49.974
1351,goodtimes,54.819,53.803
1352,recession,51.502,42.642
1353,goodtimes,52.211,56.984
1354,goodtimes,56.7,58.731
1355,recession,44.612,37.032
1356,goodtimes,54.107,63.724
1357,recession,44.171,48.445
1358,riproaringtimes,46.226,58.283
1359,recession,45.448,45.546
1360,recession,45.036,47.05
1361,goodtimes,54.736,57.856
1362,recession,42.621,45.801
1363,riproaringtimes,54.78,66.358
1364,riproaringtimes,49.347,66.11
1365,goodtimes,56.604,55.479
1366,riproaringtimes,51.042,66.288
1367,riproaringtimes,46.645,64.998
1368,goodtimes,56.56,56.266
1369,riproaringtimes,54.499,66.862
1370,recession,35.879,42.899
1371,goodtimes,56.224,68.068
1372,riproaringtimes,54.254,57.012
1373,goodtimes,50.454,53.924
1374,riproaringtimes,52.991,68.129
1375,goodtimes,51.548,59.838
1376,goodtimes,52.827,44.854
1377,recession,44.027,49.225
1378,riproaringtimes,43.336,64.446
1379,recession,42.526,40.712
1380,goodtimes,55.017,53.83
1381,goodtimes,59.24,60.607
1382,goodtimes,49.581,53.557
1383,riproaringtimes,39.572,70.203
1384,recession,44.331,51.361
1385,recession,45.014,43.875
1386,recession,46.031,44.843
1387,goodtimes,67.025,55.631
1388,recession,36.073,39.864
1389,goodtimes,47.077,55.418
1390,recession,43.423,44.351
1391,goodtimes,43.78,58.443
1392,goodtimes,52.428,51.505
1393,goodtimes,52.785,46.998
1394,goodtimes,47.648,57.005
1395,riproaringtimes,56.999,66.529
1396,goodtimes,55.847,48.986
1397,riproaringtimes,47.211,65.725
1398,goodtimes,49.772,57.887
1399,goodtimes,54.933,55.474
1400,riproaringtimes,46.82,64.77
1401,recession,45.615,59.973
1402,recession,49.595,42.316
1403,recession,44.173,43.847
1404,riproaringtimes,49.41,67.842
1405,riproaringtimes,51.709,53.834
1406,goodtimes,64.434,51.043
1407,riproaringtimes,50.301,68.509
1408,riproaringtimes,53.799,60.201
1409,goodtimes,50.086,66.415
1410,recession,41.732,42.375
1411,riproaringtimes,46.841,69.972
1412,riproaringtimes,50.101,68.692
1413,goodtimes,58.786,53.853
1414,goodtimes,60.583,57.566
1415,goodtimes,56.691,56.932
1416,riproaringtimes,55.349,70.751
1417,goodtimes,52.385,52.939
1418,riproaringtimes,47.423,56.595
1419,recession,38.567,46.583
1420,recession,42.694,46.12
1421,goodtimes,52.298,55.753
1422,riproaringtimes,42.523,68.951
1423,goodtimes,58.051,56.8
1424,riproaringtimes,59.085,63.277
1425,riproaringtimes,47.87,65.026
1426,recession,52.956,46.259
1427,riproaringtimes,48.236,63.653
1428,recession,49.649,50.774
1429,recession,51.373,42.173
1430,riproaringtimes,49.055,65.273
1431,riproaringtimes,43.758,64.227
1432,riproaringtimes,54.591,61.719
1433,recession,47.998,48.163
1434,goodtimes,58.433,55.66
1435,recession,51.143,48.904
1436,recession,46.804,51.675
1437,riproaringtimes,60.165,63.93
1438,goodtimes,51.481,54.924
1439,goodtimes,53.884,57.883
1440,goodtimes,54.498,56.233
1441,riproaringtimes,52.399,61.722
1442,goodtimes,52.686,58.533
1443,riproaringtimes,50.761,64.042
1444,riproaringtimes,54.917,65.408
1445,recession,44.36,41.988
1446,goodtimes,54.461,52.403
1447,goodtimes,53.353,55.935
1448,recession,38.906,50.079
1449,recession,42.465,46.572
1450,goodtimes,63.309,57.766
1451,goodtimes,53.651,47.883
1452,goodtimes,52.861,56.057
1453,goodtimes,51.225,57.292
1454,goodtimes,62.401,60.422
1455,riproaringtimes,51.341,66.293
1456,goodtimes,58.156,52.975
1457,recession,42.501,50.432
1458,goodtimes,61.706,52.959
1459,riproaringtimes,42.73,64.425
1460,riproaringtimes,51.196,55.667
1461,goodtimes,60.264,56.558
1462,goodtimes,57.122,49.831
1463,riproaringtimes,48.284,68.784
1464,recession,42.937,40.925
1465,riproaringtimes,48.528,64.638
1466,goodtimes,61.789,55.513
1467,riproaringtimes,50.178,67.252
1468,goodtimes,42.014,59.066
1469,goodtimes,56.808,50.946
1470,riproaringtimes,47.683,61.42
1471,goodtimes,64.185,52.808
1472,goodtimes,49.363,53.751
1473,goodtimes,52.305,48.674
1474,recession,38.708,43.345
1475,goodtimes,51.781,48.075
1476,recession,37.894,52.218
1477,goodtimes,50.997,60.598
1478,recession,46.712,42.66
1479,recession,50.758,40.821
1480,recession,45.923,39.55
1481,riproaringtimes,51.326,61.327
1482,goodtimes,52.154,58.639
1483,goodtimes,53.666,65.038
1484,goodtimes,52.202,57.896
1485,riproaringtimes,50.492,63.404
1486,riproaringtimes,50.792,62.75
1487,riproaringtimes,40.887,62.509
1488,riproaringtimes,39.99,64.824
1489,goodtimes,56.086,58.194
1490,goodtimes,51.443,55.82
1491,riproaringtimes,50.622,64.746
1492,riproaringtimes,56.42,60.711
1493,recession,45.418,48.11
1494,goodtimes,52.413,55.111
1495,recession,40.046,43.444
1496,riproaringtimes,51.875,69.835
