Id;CustomerId;OrderDate;Freight;ProductName;QuantityPerUnit;UnitPriceProduct;Discount;UnitPriceOrder;Quantity;Amount
10339/4;MEREP;2012-10-28;15.66;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;17.6;10;176
10339/17;MEREP;2012-10-28;15.66;Alice Mutton;20 - 1 kg tins;39;0.05;31.2;70;2184
10339/62;MEREP;2012-10-28;15.66;Tarte au sucre;48 pies;49.3;0;39.4;28;1103.2
10340/18;BONAP;2012-10-29;166.31;Carnarvon Tigers;16 kg pkg.;62.5;0.05;50;20;1000
10340/41;BONAP;2012-10-29;166.31;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.05;7.7;12;92.4
10340/43;BONAP;2012-10-29;166.31;Ipoh Coffee;16 - 500 g tins;46;0.05;36.8;40;1472
10341/33;SIMOB;2012-10-29;26.78;Geitost;500 g;2.5;0;2;8;16
10341/59;SIMOB;2012-10-29;26.78;Raclette Courdavault;5 kg pkg.;55;0.15;44;9;396
10342/2;FRANK;2012-10-30;54.83;Chang;24 - 12 oz bottles;19;0.2;15.2;24;364.79999999999995
10342/31;FRANK;2012-10-30;54.83;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.2;10;56;560
10342/36;FRANK;2012-10-30;54.83;Inlagd Sill;24 - 250 g  jars;19;0.2;15.2;40;608
10342/55;FRANK;2012-10-30;54.83;Pâté chinois;24 boxes x 2 pies;24;0.2;19.2;40;768
10343/64;LEHMS;2012-10-31;110.37;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;26.6;50;1330
10343/68;LEHMS;2012-10-31;110.37;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.05;10;4;40
10343/76;LEHMS;2012-10-31;110.37;Lakkalikööri;500 ml;18;0;14.4;15;216
10344/4;WHITC;2012-11-01;23.29;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;17.6;35;616
10344/8;WHITC;2012-11-01;23.29;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0.25;32;70;2240
10345/8;QUICK;2012-11-04;249.06;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0;32;70;2240
10345/19;QUICK;2012-11-04;249.06;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;7.3;80;584
10345/42;QUICK;2012-11-04;249.06;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;11.2;9;100.8
10346/17;RATTC;2012-11-05;142.08;Alice Mutton;20 - 1 kg tins;39;0.1;31.2;36;1123.2
10346/56;RATTC;2012-11-05;142.08;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;30.4;20;608
10347/25;FAMIA;2012-11-06;3.1;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0;11.2;10;112
10347/39;FAMIA;2012-11-06;3.1;Chartreuse verte;750 cc per bottle;18;0.15;14.4;50;720
10347/40;FAMIA;2012-11-06;3.1;Boston Crab Meat;24 - 4 oz tins;18.4;0;14.7;4;58.8
10347/75;FAMIA;2012-11-06;3.1;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0.15;6.2;6;37.2
10348/1;WANDK;2012-11-07;0.78;Chai;10 boxes x 20 bags;18;0.15;14.4;15;216
10348/23;WANDK;2012-11-07;0.78;Tunnbröd;12 - 250 g pkgs.;9;0;7.2;25;180
10349/54;SPLIR;2012-11-08;8.63;Tourtière;16 pies;7.45;0;5.9;24;141.60000000000002
10350/50;LAMAI;2012-11-11;64.19;Valkoinen suklaa;12 - 100 g bars;16.25;0.1;13;15;195
10350/69;LAMAI;2012-11-11;64.19;Gudbrandsdalsost;10 kg pkg.;36;0.1;28.8;18;518.4
10351/38;ERNSH;2012-11-11;162.33;Côte de Blaye;12 - 75 cl bottles;263.5;0.05;210.8;20;4216
10351/41;ERNSH;2012-11-11;162.33;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;7.7;13;100.10000000000001
10351/44;ERNSH;2012-11-11;162.33;Gula Malacca;20 - 2 kg bags;19.45;0.05;15.5;77;1193.5
10351/65;ERNSH;2012-11-11;162.33;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;16.8;10;168
10352/24;FURIB;2012-11-12;1.3;Guaraná Fantástica;12 - 355 ml cans;4.5;0;3.6;10;36
10352/54;FURIB;2012-11-12;1.3;Tourtière;16 pies;7.45;0.15;5.9;20;118
10353/11;PICCO;2012-11-13;360.63;Queso Cabrales;1 kg pkg.;21;0.2;16.8;12;201.60000000000002
10353/38;PICCO;2012-11-13;360.63;Côte de Blaye;12 - 75 cl bottles;263.5;0.2;210.8;50;10540
10354/1;PERIC;2012-11-14;53.8;Chai;10 boxes x 20 bags;18;0;14.4;12;172.8
10354/29;PERIC;2012-11-14;53.8;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;99;4;396
10355/24;AROUT;2012-11-15;41.95;Guaraná Fantástica;12 - 355 ml cans;4.5;0;3.6;25;90
10355/57;AROUT;2012-11-15;41.95;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;15.6;25;390
10356/31;WANDK;2012-11-18;36.71;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;10;30;300
10356/55;WANDK;2012-11-18;36.71;Pâté chinois;24 boxes x 2 pies;24;0;19.2;12;230.39999999999998
10356/69;WANDK;2012-11-18;36.71;Gudbrandsdalsost;10 kg pkg.;36;0;28.8;20;576
10357/10;LILAS;2012-11-19;34.88;Ikura;12 - 200 ml jars;31;0.2;24.8;30;744
10357/26;LILAS;2012-11-19;34.88;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;24.9;16;398.4
10357/60;LILAS;2012-11-19;34.88;Camembert Pierrot;15 - 300 g rounds;34;0.2;27.2;8;217.6
10358/24;LAMAI;2012-11-20;19.64;Guaraná Fantástica;12 - 355 ml cans;4.5;0.05;3.6;10;36
10358/34;LAMAI;2012-11-20;19.64;Sasquatch Ale;24 - 12 oz bottles;14;0.05;11.2;10;112
10358/36;LAMAI;2012-11-20;19.64;Inlagd Sill;24 - 250 g  jars;19;0.05;15.2;20;304
10359/16;SEVES;2012-11-21;288.43;Pavlova;32 - 500 g boxes;17.45;0.05;13.9;56;778.4
10359/31;SEVES;2012-11-21;288.43;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;10;70;700
10359/60;SEVES;2012-11-21;288.43;Camembert Pierrot;15 - 300 g rounds;34;0.05;27.2;80;2176
10360/28;BLONP;2012-11-22;131.7;Rössle Sauerkraut;25 - 825 g cans;45.6;0;36.4;30;1092
10360/29;BLONP;2012-11-22;131.7;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;99;35;3465
10360/38;BLONP;2012-11-22;131.7;Côte de Blaye;12 - 75 cl bottles;263.5;0;210.8;10;2108
10360/49;BLONP;2012-11-22;131.7;Maxilaku;24 - 50 g pkgs.;20;0;16;35;560
10360/54;BLONP;2012-11-22;131.7;Tourtière;16 pies;7.45;0;5.9;28;165.20000000000002
10361/39;QUICK;2012-11-22;183.17;Chartreuse verte;750 cc per bottle;18;0.1;14.4;54;777.6
10361/60;QUICK;2012-11-22;183.17;Camembert Pierrot;15 - 300 g rounds;34;0.1;27.2;55;1496
10362/25;BONAP;2012-11-25;96.04;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0;11.2;50;560
10362/51;BONAP;2012-11-25;96.04;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;42.4;20;848
10362/54;BONAP;2012-11-25;96.04;Tourtière;16 pies;7.45;0;5.9;24;141.60000000000002
10363/31;DRACD;2012-11-26;30.54;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;10;20;200
10363/75;DRACD;2012-11-26;30.54;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;6.2;12;74.4
10363/76;DRACD;2012-11-26;30.54;Lakkalikööri;500 ml;18;0;14.4;12;172.8
10364/69;EASTC;2012-11-26;71.97;Gudbrandsdalsost;10 kg pkg.;36;0;28.8;30;864
10364/71;EASTC;2012-11-26;71.97;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;5;86
10365/11;ANTO;2012-11-27;22;Queso Cabrales;1 kg pkg.;21;0;16.8;24;403.20000000000005
10366/65;GALED;2012-11-28;10.14;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;16.8;5;84
10366/77;GALED;2012-11-28;10.14;Original Frankfurter grüne Soße;12 boxes;13;0;10.4;5;52
10367/34;VAFFE;2012-11-28;13.55;Sasquatch Ale;24 - 12 oz bottles;14;0;11.2;36;403.2
10367/54;VAFFE;2012-11-28;13.55;Tourtière;16 pies;7.45;0;5.9;18;106.2
10367/65;VAFFE;2012-11-28;13.55;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;16.8;15;252
10367/77;VAFFE;2012-11-28;13.55;Original Frankfurter grüne Soße;12 boxes;13;0;10.4;7;72.8
10368/21;ERNSH;2012-11-29;101.95;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.1;8;5;40
10368/28;ERNSH;2012-11-29;101.95;Rössle Sauerkraut;25 - 825 g cans;45.6;0.1;36.4;13;473.2
10368/57;ERNSH;2012-11-29;101.95;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;15.6;25;390
10368/64;ERNSH;2012-11-29;101.95;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0.1;26.6;35;931
10369/29;SPLIR;2012-12-02;195.68;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;99;20;1980
10369/56;SPLIR;2012-12-02;195.68;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.25;30.4;18;547.1999999999999
10370/1;CHOPS;2012-12-03;1.17;Chai;10 boxes x 20 bags;18;0.15;14.4;15;216
10370/64;CHOPS;2012-12-03;1.17;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;26.6;30;798
10370/74;CHOPS;2012-12-03;1.17;Longlife Tofu;5 kg pkg.;10;0.15;8;20;160
10371/36;LAMAI;2012-12-03;0.45;Inlagd Sill;24 - 250 g  jars;19;0.2;15.2;6;91.19999999999999
10372/20;QUEE;2012-12-04;890.78;Sir Rodney's Marmalade;30 gift boxes;81;0.25;64.8;12;777.5999999999999
10372/38;QUEE;2012-12-04;890.78;Côte de Blaye;12 - 75 cl bottles;263.5;0.25;210.8;40;8432
10372/60;QUEE;2012-12-04;890.78;Camembert Pierrot;15 - 300 g rounds;34;0.25;27.2;70;1904
10372/72;QUEE;2012-12-04;890.78;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0.25;27.8;42;1167.6000000000001
10373/58;HUNGO;2012-12-05;124.12;Escargots de Bourgogne;24 pieces;13.25;0.2;10.6;80;848
10373/71;HUNGO;2012-12-05;124.12;Flotemysost;10 - 500 g pkgs.;21.5;0.2;17.2;50;860
10374/31;WOLZA;2012-12-05;3.94;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;10;30;300
10374/58;WOLZA;2012-12-05;3.94;Escargots de Bourgogne;24 pieces;13.25;0;10.6;15;159
10375/14;HUNGC;2012-12-06;20.12;Tofu;40 - 100 g pkgs.;23.25;0;18.6;15;279
10375/54;HUNGC;2012-12-06;20.12;Tourtière;16 pies;7.45;0;5.9;10;59
10376/31;MEREP;2012-12-09;20.39;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;10;42;420
10377/28;SEVES;2012-12-09;22.21;Rössle Sauerkraut;25 - 825 g cans;45.6;0.15;36.4;20;728
10377/39;SEVES;2012-12-09;22.21;Chartreuse verte;750 cc per bottle;18;0.15;14.4;20;288
10378/71;FOLKO;2012-12-10;5.44;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;6;103.19999999999999
10379/41;QUEDE;2012-12-11;45.03;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.1;7.7;8;61.6
10379/63;QUEDE;2012-12-11;45.03;Vegie-spread;15 - 625 g jars;43.9;0.1;35.1;16;561.6
10379/65;QUEDE;2012-12-11;45.03;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.1;16.8;20;336
10380/30;HUNGO;2012-12-12;35.03;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.1;20.7;18;372.59999999999997
10380/53;HUNGO;2012-12-12;35.03;Perth Pasties;48 pieces;32.8;0.1;26.2;20;524
10380/60;HUNGO;2012-12-12;35.03;Camembert Pierrot;15 - 300 g rounds;34;0.1;27.2;6;163.2
10380/70;HUNGO;2012-12-12;35.03;Outback Lager;24 - 355 ml bottles;15;0;12;30;360
10381/74;LILAS;2012-12-12;7.99;Longlife Tofu;5 kg pkg.;10;0;8;14;112
10382/5;ERNSH;2012-12-13;94.77;Chef Anton's Gumbo Mix;36 boxes;21.35;0;17;32;544
10382/18;ERNSH;2012-12-13;94.77;Carnarvon Tigers;16 kg pkg.;62.5;0;50;9;450
10382/29;ERNSH;2012-12-13;94.77;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;99;14;1386
10382/33;ERNSH;2012-12-13;94.77;Geitost;500 g;2.5;0;2;60;120
10382/74;ERNSH;2012-12-13;94.77;Longlife Tofu;5 kg pkg.;10;0;8;50;400
10383/13;AROUT;2012-12-16;34.24;Konbu;2 kg box;6;0;4.8;20;96
10383/50;AROUT;2012-12-16;34.24;Valkoinen suklaa;12 - 100 g bars;16.25;0;13;15;195
10383/56;AROUT;2012-12-16;34.24;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;30.4;20;608
10384/20;BERGS;2012-12-16;168.64;Sir Rodney's Marmalade;30 gift boxes;81;0;64.8;28;1814.3999999999999
10384/60;BERGS;2012-12-16;168.64;Camembert Pierrot;15 - 300 g rounds;34;0;27.2;15;408
10385/7;SPLIR;2012-12-17;30.96;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0.2;24;10;240
10385/60;SPLIR;2012-12-17;30.96;Camembert Pierrot;15 - 300 g rounds;34;0.2;27.2;20;544
10385/68;SPLIR;2012-12-17;30.96;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.2;10;8;80
10386/24;FAMIA;2012-12-18;13.99;Guaraná Fantástica;12 - 355 ml cans;4.5;0;3.6;15;54
10386/34;FAMIA;2012-12-18;13.99;Sasquatch Ale;24 - 12 oz bottles;14;0;11.2;10;112
10387/24;SANTG;2012-12-18;93.63;Guaraná Fantástica;12 - 355 ml cans;4.5;0;3.6;15;54
10387/28;SANTG;2012-12-18;93.63;Rössle Sauerkraut;25 - 825 g cans;45.6;0;36.4;6;218.39999999999998
10387/59;SANTG;2012-12-18;93.63;Raclette Courdavault;5 kg pkg.;55;0;44;12;528
10387/71;SANTG;2012-12-18;93.63;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;15;258
10388/45;SEVES;2012-12-19;34.86;Rogede sild;1k pkg.;9.5;0.2;7.6;15;114
10388/52;SEVES;2012-12-19;34.86;Filo Mix;16 - 2 kg boxes;7;0.2;5.6;20;112
10388/53;SEVES;2012-12-19;34.86;Perth Pasties;48 pieces;32.8;0;26.2;40;1048
10389/10;BOTTM;2012-12-20;47.42;Ikura;12 - 200 ml jars;31;0;24.8;16;396.8
10389/55;BOTTM;2012-12-20;47.42;Pâté chinois;24 boxes x 2 pies;24;0;19.2;15;288
10389/62;BOTTM;2012-12-20;47.42;Tarte au sucre;48 pies;49.3;0;39.4;20;788
10389/70;BOTTM;2012-12-20;47.42;Outback Lager;24 - 355 ml bottles;15;0;12;30;360
10390/31;ERNSH;2012-12-23;126.38;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.1;10;60;600
10390/35;ERNSH;2012-12-23;126.38;Steeleye Stout;24 - 12 oz bottles;18;0.1;14.4;40;576
10390/46;ERNSH;2012-12-23;126.38;Spegesild;4 - 450 g glasses;12;0;9.6;45;432
10390/72;ERNSH;2012-12-23;126.38;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0.1;27.8;24;667.2
10391/13;DRACD;2012-12-23;5.45;Konbu;2 kg box;6;0;4.8;18;86.39999999999999
10392/69;PICCO;2012-12-24;122.46;Gudbrandsdalsost;10 kg pkg.;36;0;28.8;50;1440
10393/2;SAVEA;2012-12-25;126.56;Chang;24 - 12 oz bottles;19;0.25;15.2;25;380
10393/14;SAVEA;2012-12-25;126.56;Tofu;40 - 100 g pkgs.;23.25;0.25;18.6;42;781.2
10393/25;SAVEA;2012-12-25;126.56;NuNuCa Nuß-Nougat-Creme;20 - 450 g glasses;14;0.25;11.2;7;78.39999999999999
10393/26;SAVEA;2012-12-25;126.56;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.25;24.9;70;1743
10393/31;SAVEA;2012-12-25;126.56;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;10;32;320
10394/13;HUNGC;2012-12-25;30.34;Konbu;2 kg box;6;0;4.8;10;48
10394/62;HUNGC;2012-12-25;30.34;Tarte au sucre;48 pies;49.3;0;39.4;10;394
10395/46;HILAA;2012-12-26;184.41;Spegesild;4 - 450 g glasses;12;0.1;9.6;28;268.8
10395/53;HILAA;2012-12-26;184.41;Perth Pasties;48 pieces;32.8;0.1;26.2;70;1834
10395/69;HILAA;2012-12-26;184.41;Gudbrandsdalsost;10 kg pkg.;36;0;28.8;8;230.4
10396/23;FRANK;2012-12-27;135.35;Tunnbröd;12 - 250 g pkgs.;9;0;7.2;40;288
10396/71;FRANK;2012-12-27;135.35;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;60;1032
10396/72;FRANK;2012-12-27;135.35;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;27.8;21;583.8000000000001
10397/21;PRINI;2012-12-27;60.26;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.15;8;10;80
10397/51;PRINI;2012-12-27;60.26;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.15;42.4;18;763.1999999999999
10398/35;SAVEA;2012-12-30;89.16;Steeleye Stout;24 - 12 oz bottles;18;0;14.4;30;432
10398/55;SAVEA;2012-12-30;89.16;Pâté chinois;24 boxes x 2 pies;24;0.1;19.2;120;2304
10399/68;VAFFE;2012-12-31;27.36;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;10;60;600
10399/71;VAFFE;2012-12-31;27.36;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;30;516
10399/76;VAFFE;2012-12-31;27.36;Lakkalikööri;500 ml;18;0;14.4;35;504
10399/77;VAFFE;2012-12-31;27.36;Original Frankfurter grüne Soße;12 boxes;13;0;10.4;14;145.6
10400/29;EASTC;2013-01-01;83.93;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;99;21;2079
10400/35;EASTC;2013-01-01;83.93;Steeleye Stout;24 - 12 oz bottles;18;0;14.4;35;504
10400/49;EASTC;2013-01-01;83.93;Maxilaku;24 - 50 g pkgs.;20;0;16;30;480
10401/30;RATTC;2013-01-01;12.51;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;20.7;18;372.59999999999997
10401/56;RATTC;2013-01-01;12.51;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;30.4;70;2128
10401/65;RATTC;2013-01-01;12.51;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;16.8;20;336
10401/71;RATTC;2013-01-01;12.51;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;60;1032
10402/23;ERNSH;2013-01-02;67.88;Tunnbröd;12 - 250 g pkgs.;9;0;7.2;60;432
10402/63;ERNSH;2013-01-02;67.88;Vegie-spread;15 - 625 g jars;43.9;0;35.1;65;2281.5
10403/16;ERNSH;2013-01-03;73.79;Pavlova;32 - 500 g boxes;17.45;0.15;13.9;21;291.90000000000003
10403/48;ERNSH;2013-01-03;73.79;Chocolade;10 pkgs.;12.75;0.15;10.2;70;714
10404/26;MAGAA;2013-01-03;155.97;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.05;24.9;30;747
10404/42;MAGAA;2013-01-03;155.97;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.05;11.2;40;448
10404/49;MAGAA;2013-01-03;155.97;Maxilaku;24 - 50 g pkgs.;20;0.05;16;30;480
10405/3;LINOD;2013-01-06;34.82;Aniseed Syrup;12 - 550 ml bottles;10;0;8;50;400
10406/1;QUEE;2013-01-07;108.04;Chai;10 boxes x 20 bags;18;0;14.4;10;144
10406/21;QUEE;2013-01-07;108.04;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.1;8;30;240
10406/28;QUEE;2013-01-07;108.04;Rössle Sauerkraut;25 - 825 g cans;45.6;0.1;36.4;42;1528.8
10406/36;QUEE;2013-01-07;108.04;Inlagd Sill;24 - 250 g  jars;19;0.1;15.2;5;76
10406/40;QUEE;2013-01-07;108.04;Boston Crab Meat;24 - 4 oz tins;18.4;0.1;14.7;2;29.4
10407/11;OTTIK;2013-01-07;91.48;Queso Cabrales;1 kg pkg.;21;0;16.8;30;504
10407/69;OTTIK;2013-01-07;91.48;Gudbrandsdalsost;10 kg pkg.;36;0;28.8;15;432
10407/71;OTTIK;2013-01-07;91.48;Flotemysost;10 - 500 g pkgs.;21.5;0;17.2;15;258
10408/37;FOLIG;2013-01-08;11.26;Gravad lax;12 - 500 g pkgs.;26;0;20.8;10;208
10408/54;FOLIG;2013-01-08;11.26;Tourtière;16 pies;7.45;0;5.9;6;35.400000000000006
10408/62;FOLIG;2013-01-08;11.26;Tarte au sucre;48 pies;49.3;0;39.4;35;1379
10409/14;OCEA;2013-01-09;29.83;Tofu;40 - 100 g pkgs.;23.25;0;18.6;12;223.20000000000002
10409/21;OCEA;2013-01-09;29.83;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;8;12;96
10410/33;BOTTM;2013-01-10;2.4;Geitost;500 g;2.5;0;2;49;98
10410/59;BOTTM;2013-01-10;2.4;Raclette Courdavault;5 kg pkg.;55;0;44;16;704
10411/41;BOTTM;2013-01-10;23.65;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0.2;7.7;25;192.5
10411/44;BOTTM;2013-01-10;23.65;Gula Malacca;20 - 2 kg bags;19.45;0.2;15.5;40;620
10411/59;BOTTM;2013-01-10;23.65;Raclette Courdavault;5 kg pkg.;55;0.2;44;9;396
10412/14;WARTH;2013-01-13;3.77;Tofu;40 - 100 g pkgs.;23.25;0.1;18.6;20;372
10413/1;LAMAI;2013-01-14;95.66;Chai;10 boxes x 20 bags;18;0;14.4;24;345.6
10413/62;LAMAI;2013-01-14;95.66;Tarte au sucre;48 pies;49.3;0;39.4;40;1576
10413/76;LAMAI;2013-01-14;95.66;Lakkalikööri;500 ml;18;0;14.4;14;201.6
10414/19;FAMIA;2013-01-14;21.48;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.05;7.3;18;131.4
10414/33;FAMIA;2013-01-14;21.48;Geitost;500 g;2.5;0;2;50;100
10415/17;HUNGC;2013-01-15;0.2;Alice Mutton;20 - 1 kg tins;39;0;31.2;2;62.4
10415/33;HUNGC;2013-01-15;0.2;Geitost;500 g;2.5;0;2;20;40
10416/19;WARTH;2013-01-16;22.72;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;7.3;20;146
10416/53;WARTH;2013-01-16;22.72;Perth Pasties;48 pieces;32.8;0;26.2;10;262
10416/57;WARTH;2013-01-16;22.72;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;15.6;20;312
10417/38;SIMOB;2013-01-16;70.29;Côte de Blaye;12 - 75 cl bottles;263.5;0;210.8;50;10540
10417/46;SIMOB;2013-01-16;70.29;Spegesild;4 - 450 g glasses;12;0.25;9.6;2;19.2
10417/68;SIMOB;2013-01-16;70.29;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.25;10;36;360
10417/77;SIMOB;2013-01-16;70.29;Original Frankfurter grüne Soße;12 boxes;13;0;10.4;35;364
10418/2;QUICK;2013-01-17;17.55;Chang;24 - 12 oz bottles;19;0;15.2;60;912
10418/47;QUICK;2013-01-17;17.55;Zaanse koeken;10 - 4 oz boxes;9.5;0;7.6;55;418
10418/61;QUICK;2013-01-17;17.55;Sirop d'érable;24 - 500 ml bottles;28.5;0;22.8;16;364.8
10418/74;QUICK;2013-01-17;17.55;Longlife Tofu;5 kg pkg.;10;0;8;15;120
10419/60;RICSU;2013-01-20;137.35;Camembert Pierrot;15 - 300 g rounds;34;0.05;27.2;60;1632
10419/69;RICSU;2013-01-20;137.35;Gudbrandsdalsost;10 kg pkg.;36;0.05;28.8;20;576
10420/9;WELLI;2013-01-21;44.12;Mishi Kobe Niku;18 - 500 g pkgs.;97;0.1;77.6;20;1552
10420/13;WELLI;2013-01-21;44.12;Konbu;2 kg box;6;0.1;4.8;2;9.6
10420/70;WELLI;2013-01-21;44.12;Outback Lager;24 - 355 ml bottles;15;0.1;12;8;96
10420/73;WELLI;2013-01-21;44.12;Röd Kaviar;24 - 150 g jars;15;0.1;12;20;240
10421/19;QUEDE;2013-01-21;99.23;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.15;7.3;4;29.2
10421/26;QUEDE;2013-01-21;99.23;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;24.9;30;747
10421/53;QUEDE;2013-01-21;99.23;Perth Pasties;48 pieces;32.8;0.15;26.2;15;393
10421/77;QUEDE;2013-01-21;99.23;Original Frankfurter grüne Soße;12 boxes;13;0.15;10.4;10;104
10422/26;FRANS;2013-01-22;3.02;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;24.9;2;49.8
10423/31;GOURL;2013-01-23;24.5;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;10;14;140
10423/59;GOURL;2013-01-23;24.5;Raclette Courdavault;5 kg pkg.;55;0;44;20;880
10424/35;MEREP;2013-01-23;370.61;Steeleye Stout;24 - 12 oz bottles;18;0.2;14.4;60;864
10424/38;MEREP;2013-01-23;370.61;Côte de Blaye;12 - 75 cl bottles;263.5;0.2;210.8;49;10329.2
10424/68;MEREP;2013-01-23;370.61;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.2;10;30;300
10425/55;LAMAI;2013-01-24;7.93;Pâté chinois;24 boxes x 2 pies;24;0.25;19.2;10;192
10425/76;LAMAI;2013-01-24;7.93;Lakkalikööri;500 ml;18;0.25;14.4;20;288
10426/56;GALED;2013-01-27;18.69;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;30.4;5;152
10426/64;GALED;2013-01-27;18.69;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;26.6;7;186.20000000000002
10427/14;PICCO;2013-01-27;31.29;Tofu;40 - 100 g pkgs.;23.25;0;18.6;35;651
10428/46;REGGC;2013-01-28;11.09;Spegesild;4 - 450 g glasses;12;0;9.6;20;192
10429/50;HUNGO;2013-01-29;56.63;Valkoinen suklaa;12 - 100 g bars;16.25;0;13;40;520
10429/63;HUNGO;2013-01-29;56.63;Vegie-spread;15 - 625 g jars;43.9;0.25;35.1;35;1228.5
10430/17;ERNSH;2013-01-30;458.78;Alice Mutton;20 - 1 kg tins;39;0.2;31.2;45;1404
10430/21;ERNSH;2013-01-30;458.78;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;8;50;400
10430/56;ERNSH;2013-01-30;458.78;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;30.4;30;912
10430/59;ERNSH;2013-01-30;458.78;Raclette Courdavault;5 kg pkg.;55;0.2;44;70;3080
10431/17;BOTTM;2013-01-30;44.17;Alice Mutton;20 - 1 kg tins;39;0.25;31.2;50;1560
10431/40;BOTTM;2013-01-30;44.17;Boston Crab Meat;24 - 4 oz tins;18.4;0.25;14.7;50;735
10431/47;BOTTM;2013-01-30;44.17;Zaanse koeken;10 - 4 oz boxes;9.5;0.25;7.6;30;228
