"phytohub_id"	"compound_name"	"is_a_precursor"	"is_a_metabolite"	"exact_mass"	"molecular_formula"	"smiles"	"inchikey"
"PHUB000114"	"Cubebene-alpha"	1	0	204.1878007730	"C15H24"	"CC(C)[C@@H]1CC[C@@H](C)[C@@]23CC=C(C)C2C13"	"XUEHVOLRMXNRKQ-KHMAMNHCSA-N"
"PHUB000115"	"Curcumene-alpha"	1	0	202.1721507080	"C15H22"	"CC(CCC=C(C)C)C1=CC=C(C)C=C1"	"VMYXUZSZMNBRCN-UHFFFAOYNA-N"
"PHUB000116"	"Deoxylactucin (8-)"	1	0	260.1048589950	"C15H16O4"	"CC1=C2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3CC1)C(CO)=CC2=O"	"NIYXMGSLECQTQT-BPNCWPANSA-N"
"PHUB000117"	"Elemene-gamma"	1	0	204.1878007730	"C15H24"	"CC(C)=C1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C"	"BQSLMQNYHVFRDT-LSDHHAIUSA-N"
"PHUB000118"	"Farnesal"	0	1	220.1827153930	"C15H24O"	"CC(C)=CCCC(C)=CCCC(C)=CC=O"	"YHRUHBBTQZKMEX-UHFFFAOYSA-N"
"PHUB000119"	"Farnesene-alpha"	1	0	204.1878007730	"C15H24"	"[H]C(CC([H])=C(C)C=C)=C(C)CCC=C(C)C"	"CXENHBSYCFFKJS-UHFFFAOYSA-N"
"PHUB000120"	"Farnesene-beta"	1	0	204.1878007730	"C15H24"	"[H]C(CCC(=C)C=C)=C(C)CCC=C(C)C"	"JSNRRGGBADWTMC-UHFFFAOYSA-N"
"PHUB000121"	"Farnesol"	1	0	222.1983654570	"C15H26O"	"CC(C)=CCCC(C)=CCCC(C)=CCO"	"CRDAMVZIKSXKFV-UHFFFAOYSA-N"
"PHUB000122"	"Germacrene B"	1	0	204.1878007730	"C15H24"	"CC(C)C1CC\\C(C)=C\\CCC(=C)\\C=C\\1"	"GAIBLDCXCZKKJE-YZJXYJLZNA-N"
"PHUB000123"	"Guaiene"	1	0	204.1878007730	"C15H24"	"C[C@H]1CCC2=C1C[C@@H](CC[C@@H]2C)C(C)=C"	"ADIDQIZBYUABQK-RWMBFGLXSA-N"
"PHUB000124"	"Gurjunene-alpha"	1	0	204.1878007730	"C15H24"	"C[C@@H]1CC[C@@H]2[C@H](C3=C(C)CC[C@H]13)C2(C)C"	"SPCXZDDGSGTVAW-XIDUGBJDSA-N"
"PHUB000125"	"Gurjunene-beta"	1	0	204.1878007730	"C15H24"	"C[C@@H]1CC[C@@H]2[C@H]([C@H]3[C@@H]1CCC3=C)C2(C)C"	"IRCZVRWQUNZGSH-DKTYCGPESA-N"
"PHUB000126"	"Gurjunene-gamma"	1	0	204.1878007730	"C15H24"	"CC1CC[C@@H]2[C@H](C)CC[C@H](C=C12)C(C)=C"	"DUYRYUZIBGFLDD-ZXCYLUJYSA-N"
"PHUB000127"	"Heliangin"	1	0	362.1729385570	"C20H26O6"	"C\\C=C(\\C)C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2C[C@H](O)\\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12"	"DZTWAOVNNLDWNH-AUWKULLQSA-N"
"PHUB000128"	"Himachalen-alpha"	1	0	204.1878007730	"C15H24"	"CC1=CC2C(CC1)C(=C)CCCC2(C)C"	"ZJSIKVDEOWWVEH-UHFFFAOYNA-N"
"PHUB000129"	"Himachalen-gamma"	1	0	204.1878007730	"C15H24"	"CC1=CC2C(CC1)C(C)=CCCC2(C)C"	"PUWNTRHCKNHSAT-UHFFFAOYNA-N"
"PHUB000130"	"Humulene-alpha"	1	0	204.1878007730	"C15H24"	"C\\C1=C/CC(C)(C)\\C=C\\C\\C(C)=C\\CC1"	"FAMPSKZZVDUYOS-HRGUGZIWSA-N"
"PHUB000131"	"Ipomoeamarone"	1	0	250.1568945680	"C15H22O3"	"CC(C)CC(=O)CC1(C)CCC(O1)C1=COC=C1"	NULL
"PHUB000132"	"Isocaryophyllene"	1	0	204.1878007730	"C15H24"	"C\\C1=C\\CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1"	"NPNUFJAVOOONJE-FLFDDASRSA-N"
"PHUB000133"	"Lactucin"	1	0	276.0997736150	"C15H16O5"	"CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(CO)=CC2=O"	"VJQAFLAZRVKAKM-UHFFFAOYNA-N"
"PHUB000134"	"Lactupicrin"	1	0	410.1365530480	"C23H22O7"	"CC1=C2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3[C@H](C1)OC(=O)CC1=CC=C(O)C=C1)C(CO)=CC2=O"	"UMVSOHBRAQTGQI-XGARDCMYSA-N"
"PHUB000135"	"Longifolene"	1	0	204.1878007730	"C15H24"	"CC12CCCC(C)(C)C3C(CCC13)C2=C"	"PDSNLYSELAIEBU-UHFFFAOYNA-N"
"PHUB000136"	"Lubimin"	1	0	236.1776300130	"C15H24O2"	"C[C@@H]1C[C@H](O)C[C@H](C=O)[C@]11CC[C@H](C1)C(C)=C"	"CEVNHRPKRNTGKO-MNBPDBLXNA-N"
"PHUB000137"	"Matricin"	1	0	306.1467238080	"C17H22O5"	"CC1C2C(OC1=O)C1C(C=CC1(C)O)=C(C)CC2OC(C)=O"	NULL
"PHUB000138"	"Muurolene-alpha"	1	0	204.1878007730	"C15H24"	"CC(C)C1CC=C(C)C2CCC(C)=CC12"	"QMAYBMKBYCGXDH-UHFFFAOYNA-N"
"PHUB000139"	"Muurolene-gamma"	1	0	204.1878007730	"C15H24"	"CC(C)C1CCC(=C)C2CCC(C)=CC12"	"WRHGORWNJGOVQY-UHFFFAOYNA-N"
"PHUB000140"	"Nobilin"	1	0	346.1780239370	"C20H26O5"	"C\\C=C(\\C)C(=O)OC1C\\C(C)=C\\CC(O)\\C(C)=C\\C2OC(=O)C(=C)C12"	NULL
"PHUB000141"	"Nootkatone"	1	0	218.1670653280	"C15H22O"	"C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C"	"WTOYNNBCKUYIKC-JMSVASOKSA-N"
"PHUB000142"	"Patchoulen-beta"	1	0	190.1721507080	"C14H22"	"CC1CCC2=C1CC1CCC2C1(C)C"	"ZPKGZYDIXRIBAI-UHFFFAOYNA-N"
"PHUB000143"	"Phytuberin"	1	0	294.1831093170	"C17H26O4"	"[H][C@]1(CC[C@@]2(C)CO[C@]3(C)C=CO[C@]23C1)C(C)(C)OC(C)=O"	NULL
"PHUB000144"	"Rishitin"	1	0	222.1619799480	"C14H22O2"	"[H]O[C@@H]1CC2=C(C([H])([H])[C@@H](CC2)C(=C([H])[H])C([H])([H])[H])[C@@]([H])([C@H]1O[H])C([H])([H])[H]"	"XSCYYIVXGBKTOC-GZZJDILISA-N"
"PHUB000145"	"Rotundone"	1	0	218.1670653280	"C15H22O"	"CC1CC(=O)C2=C1CC(CCC2C)C(C)=C"	"NUWMTBMCSQWPDG-UHFFFAOYNA-N"
"PHUB000146"	"Selinene-beta"	1	0	204.1878007730	"C15H24"	"[H][C@]1(CC[C@@]2(C)CCCC(=C)[C@]2([H])C1)C(C)=C"	"YOVSPTNQHMDJAG-QLFBSQMISA-N"
"PHUB000147"	"Sesquiphellandrene"	1	0	204.1878007730	"C15H24"	"CC(CCC=C(C)C)C1CCC(=C)C=C1"	"PHWISBHSBNDZDX-UHFFFAOYNA-N"
"PHUB000148"	"Sinensal-alpha"	1	0	218.1670653280	"C15H22O"	"C\\C(CC\\C=C(/C)C=O)=C/C\\C=C(/C)C=C"	"PFSTYGCNVAVZBK-JQGMZEBDSA-N"
"PHUB000149"	"Sinensal-beta"	1	0	218.1670653280	"C15H22O"	"C\\C(CC\\C=C(/C)C=O)=C/CCC(=C)C=C"	"NOPLRNXKHZRXHT-YFVJMOTDSA-N"
"PHUB000150"	"Theaspirane"	1	0	194.1670653280	"C13H22O"	"C[C@@H]1CC[C@]2(O1)C(C)=CCCC2(C)C"	"GYUZHTWCNKINPY-YPMHNXCESA-N"
"PHUB000151"	"Trans-Muurola-4(14),5-diene"	1	0	204.1878007730	"C15H24"	"CC(C)[C@@H]1CC[C@@H](C)C2CCC(=C)C=C12"	"RNDFUOKDULDZPR-BZFUCLQMNA-N"
"PHUB000152"	"Valencene"	1	0	204.1878007730	"C15H24"	"C[C@@H]1CCC=C2CC[C@H](C[C@@]12C)C(C)=C"	"QEBNYNLSCGVZOH-NFAWXSAZSA-N"
"PHUB000153"	"Ylangene"	1	0	204.1878007730	"C15H24"	"CC(C)C1CC[C@@]2(C)C3CC=C(C)C2C13"	"VLXDPFLIRFYIME-MWHZVNNOSA-N"
"PHUB000154"	"Zingiberene"	1	0	204.1878007730	"C15H24"	"[H][C@@]1(CC=C(C)C=C1)[C@@H](C)CCC=C(C)C"	"KKOXKGNSUHTUBV-LSDHHAIUSA-N"
"PHUB000155"	"2-alpha-hydroxy-3-beta-{[(2Z)-3-phenyl-1-oxo-2-propenyl]oxy}olean-12-en-28-oic acid"	1	0	602.3971248390	"C39H54O5"	"[H]C12CCC3(C)C(CC=C4C5CC(C)(C)CCC5(CCC34C)C(O)=O)C1(C)CC(O)C(OC(=O)\\C=C/C1=CC=CC=C1)C2(C)C"	"QYNZDAXHBDWWFS-QCPYTRJYNA-N"
"PHUB000156"	"Alphitolic acid"	1	0	470.3396099610	"C30H46O4"	"[H]OC(=O)[C@]12CC[C@]([H])(C1C1=CCC3[C@@]4(C)C[C@@]([H])(O[H])[C@]([H])(O[H])C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2)C(C)=C"	"YVFUWFRLVWFNLF-LAYMWGLGSA-N"
"PHUB000157"	"Alphitolic acid (3-O-cis-p-coumaroyl-)"	1	0	618.3920394590	"C39H54O6"	"CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)CC(O)C(OC(=O)\\C=C\\C6=CC=C(O)C=C6)C(C)(C)C5CCC34C)C12)C(O)=O"	"AQHKWALTXQHZKK-XNTDXEJSNA-N"
"PHUB000158"	"Alphitolic acid (3-O-trans-p-coumaroyl-)"	1	0	618.3920394590	"C39H54O6"	"CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)CC(O)C(OC(=O)\\C=C\\C6=CC=C(O)C=C6)C(C)(C)C5CCC34C)C12)C(O)=O"	"AQHKWALTXQHZKK-XNTDXEJSNA-N"
"PHUB000159"	"Avenacin A-1"	1	0	1093.5457586970	"C55H83NO21"	"[H][C@@]12C[C@@](C)(C=O)[C@H](C[C@]1(C)[C@@H](O)C[C@]1(C)[C@@]22O[C@@H]2C[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@](C)(CO)[C@]3([H])CC[C@@]12C)OC(=O)C1=CC=CC=C1NC"	"SYXUBXTYGFJFEH-RJSXSPONNA-N"
"PHUB000160"	"Avenacin B-2"	1	0	1048.5242949760	"C54H80O20"	"CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C[C@H]2O[C@]22[C@@H]3C[C@@](C)(C=O)[C@H](C[C@]3(C)[C@@H](O)C[C@@]12C)OC(=O)C1=CC=CC=C1)O[C@@H]1OC[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"RTMPAEPNXWUCGZ-ITFDNFFVSA-N"
"PHUB000161"	"Azukisaponin III"	1	0	810.4401714250	"C42H66O15"	"CC12CCC(C)(CC1C1=CCC3C4(C)CCC(OC5OC(C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(O)=O)C(C)(CO)C4CCC3(C)C1(C)CC2)C(O)=O"	NULL
"PHUB000162"	"Barringtogenol C"	1	0	490.3658247100	"C30H50O5"	"CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@@]2(CO)[C@@H](O)[C@@H]1O"	"AYDKOFQQBHRXEW-AAUPIIFFSA-N"
"PHUB000163"	"Betulinic acid"	1	0	456.3603454060	"C30H48O3"	"CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]34C)C12)C(O)=O"	"QGJZLNKBHJESQX-FZFNOLFKSA-N"
"PHUB000164"	"Betulonic acid"	1	0	454.3446953410	"C30H46O3"	"[H]OC(=O)C12CC[C@@]([H])(C(C)=C)[C@]1([H])[C@@]1([H])CC[C@]3([H])[C@@]4(C)CCC(=O)C(C)(C)[C@]4([H])CC[C@@]3(C)[C@]1(C)CC2"	"SLJTWDNVZKIDAU-FLPHSFLBSA-N"
"PHUB000165"	"Colubrinic acid"	1	0	470.3396099610	"C30H46O4"	"[H][C@@]12CC[C@]3(C)[C@]([H])(CC[C@]4([H])[C@@]5([H])[C@@H](CC[C@@]5(CC[C@@]34C)C(O)=O)C(C)=C)[C@@]1(C)[C@H](C=O)[C@@H](O)C2(C)C"	"SLWJVQQNDGLXTK-TUHGTJRKNA-N"
"PHUB000166"	"Erythrodiol"	1	0	442.3810808500	"C30H50O2"	"[H][C@@]12CC(C)(C)CC[C@]1(CO)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C"	"PSZDOEIIIJFCFE-OBDPVLDANA-N"
"PHUB000167"	"Ginsenoside Re"	1	0	946.5501158000	"C48H82O18"	"C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2C[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@](C)(CCC=C(C)C)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]23)[C@H](O)[C@H](O)[C@H]1O"	"PWAOOJDMFUQOKB-WCZZMFLVSA-N"
"PHUB000168"	"Ginsenoside Rf"	1	0	800.4922069980	"C42H72O14"	"CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"UZIOUZHBUYLDHW-XUBRWZAZSA-N"
"PHUB000169"	"Ginsenoside Rg1"	0	1	800.4922069980	"C42H72O14"	"CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"YURJSTAIMNSZAE-HHNZYBFYSA-N"
"PHUB000170"	"Glycyrrhetinic acid"	0	1	470.3396099610	"C30H46O4"	"[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"MPDGHEJMBKOTSU-YKLVYJNSSA-N"
"PHUB000171"	"Glycyrrhizin"	1	0	822.4037859160	"C42H62O16"	"[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"LPLVUJXQOOQHMX-QWBHMCJMSA-N"
"PHUB000172"	"Limonin"	1	0	470.1940679260	"C26H30O8"	"CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)C1=COC=C1"	"KBDSLGBFQAGHBE-MSGMIQHVSA-N"
"PHUB000173"	"Limonin (17-beta-D-glucoside-)"	1	0	650.2574560320	"C32H42O14"	"[H][C@]12CC(=O)OC[C@@]11[C@@]([H])(CC(=O)[C@]3(C)[C@]1([H])CC[C@@](C)([C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=COC=C1)[C@@]31O[C@@H]1C(O)=O)C(C)(C)O2"	"FYIKIBQJAJRKQM-WNCNYDOCSA-N"
"PHUB000174"	"lupeol"	1	0	426.3861662300	"C30H50O"	"CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]34C)C12"	"MQYXUWHLBZFQQO-QGTGJCAVSA-N"
"PHUB000175"	"Maslinic acid"	1	0	472.3552600260	"C30H48O4"	"[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"MDZKJHQSJHYOHJ-RRJQVOCQNA-N"
"PHUB000176"	"maslinic acid (3-O-cis-p-Coumaroyl-)"	1	0	618.3920394590	"C39H54O6"	"CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC(=O)\\C=C/C6=CC=C(O)C=C6)C(C)(C)C5CCC34C)C2C1)C(O)=O"	"KWLOAKAXMOYBRK-GDNBJRDFNA-N"
"PHUB000177"	"maslinic acid (3-O-trans-p-Coumaroyl-)"	1	0	618.3920394590	"C39H54O6"	"CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC(=O)\\C=C/C6=CC=C(O)C=C6)C(C)(C)C5CCC34C)C2C1)C(O)=O"	"KWLOAKAXMOYBRK-GDNBJRDFNA-N"
"PHUB000178"	"Medicagenic acid"	1	0	502.3294392010	"C30H46O6"	"CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2C1)C(O)=O"	"IDGXIXSKISLYAC-WNTKNEGGSA-N"
"PHUB000179"	"Nomilin"	1	0	514.2202826750	"C28H34O9"	"CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)C3=COC=C3)[C@@]12C"	"KPDOJFFZKAUIOE-WNGDLQANSA-N"
"PHUB000180"	"Obacunone"	1	0	454.1991533060	"C26H30O7"	"C[C@@]12CC[C@@H]3[C@@]4(C)C=CC(=O)OC(C)(C)[C@@H]4CC(=O)[C@@]3(C)[C@]11O[C@@H]1C(=O)O[C@H]2C1=COC=C1"	"MAYJEFRPIKEYBL-OASIGRBWSA-N"
"PHUB000181"	"Oleanolic acid"	1	0	456.3603454060	"C30H48O3"	"CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O"	"MIJYXULNPSFWEK-GTOFXWBISA-N"
"PHUB000182"	"Oleanolic acid 3-O-glucuronide"	1	0	632.3924333830	"C36H56O9"	"[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"IUCHKMAZAWJNBJ-YCCNLINFNA-N"
"PHUB000183"	"Oleanonic acid"	1	0	454.3446953410	"C30H46O3"	"CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O"	"FMIMFCRXYXVFTA-FUAOEXFOSA-N"
"PHUB000184"	"Phaseoloside D"	1	0	1380.6561565690	"C65H104O31"	"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@@H](O)CO[C@H]4O[C@@H]4[C@@H](O)[C@H](O[C@H]5CC[C@@]6(C)[C@@H](CC[C@]7(C)[C@@H]6CC=C6[C@@H]8CC(C)(C)CC[C@]8(C)C=C[C@@]76C)[C@@]5(C)CO)O[C@@H]([C@H]4O)C(O)=O)O[C@@H]3CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"	"CVMFAOXHGIFMQV-BVXNWBLKSA-N"
"PHUB000185"	"Soyasapogenol B"	1	0	1268.6037270710	"C59H96O29"	"[H][C@@]12CC(C)(C)[C@@H](O)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@]1(C)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(O)=O)[C@](C)(CO)[C@]3([H])CC[C@@]12C"	"XFXHYKZIZSNVSQ-TZRAUYBZSA-N"
"PHUB000186"	"Soyasaponin A1"	1	0	1268.6037270710	"C59H96O29"	"[H][C@@]12CC(C)(C)[C@@H](O)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@]1(C)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(O)=O)[C@](C)(CO)[C@]3([H])CC[C@@]12C"	"XFXHYKZIZSNVSQ-TZRAUYBZSA-N"
"PHUB000187"	"Soyasaponin I"	1	0	942.5188156720	"C48H78O18"	"[H][C@@]12CC(C)(C)C[C@@H](O)[C@]1(C)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(O)=O)[C@](C)(CO)[C@]3([H])CC[C@@]12C"	"PTDAHAWQAGSZDD-IOVCITQVSA-N"
"PHUB000188"	"Spinasaponin A"	1	0	794.4452568050	"C42H66O14"	"CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O"	"BQPYEFAVIPEQIK-CGCSGISQSA-N"
"PHUB000189"	"Theasaponin"	1	0	1232.5825977020	"C59H92O27"	"[H][C@@]12CC(C)(C)[C@@H](OC(=O)C(\\C)=C/C)[C@H](OC(C)=O)[C@]1(CO)[C@H](O)C[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(O)=O)[C@@](C)(CO)[C@]3([H])CC[C@@]12C"	"BWPGKXYWPBQBPV-MWQJAWBESA-N"
"PHUB000190"	"Ursolic acid"	1	0	456.3603454060	"C30H48O3"	"[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"WCGUUGGRBIKTOS-PUNATPRWNA-N"
"PHUB000191"	"Ursolic acid (2-alpha-hydroxy-)"	1	0	472.3552600260	"C30H48O4"	"C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O"	"HFGSQOYIOKBQOW-ZSDYHTTISA-N"
"PHUB000192"	"Ursolic acid (cis-3-O-hydroxycinnamoyl-)"	1	0	602.3971248390	"C39H54O5"	"C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)\\C=C/C6=CC=C(O)C=C6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O"	"ZOXDAGKKDOEJBW-HNPRZPGGSA-N"
"PHUB000193"	"Ursolic acid (trans-3-O-hydroxycinnamoyl-)"	1	0	602.3971248390	"C39H54O5"	"C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)\\C=C\\C6=CC=C(O)C=C6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O"	"ZOXDAGKKDOEJBW-YVZDRRNJSA-N"
"PHUB000194"	"Uvaol"	1	0	442.3810808500	"C30H50O2"	"C[C@@H]1CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]34C)C2[C@H]1C"	"XUARCIYIVXVTAE-ZAPOICBTSA-N"
"PHUB000195"	"Yamogenin"	1	0	414.3133952120	"C27H42O3"	"C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@H](C)CO1"	"WQLVFSAGQJTQCK-CAKNJAFZSA-N"
"PHUB000196"	"Zizyberenalic acid"	1	0	452.3290452770	"C30H44O3"	"CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)C(CCC4[C@]5(C)[C@@H](CC[C@@]34C)C(C)(C)C=C5C=O)C12)C(O)=O"	"GUPQNHIGLNUBOG-HYYJCJJOSA-N"
"PHUB000197"	"Phytol"	1	0	296.3079159080	"C20H40O"	"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\\C(C)=C\\CO"	"BOTWFXYSPFMFNR-PYDDKJGSSA-N"
"PHUB000198"	"16-H1-phytoprostane"	1	0	326.2093240660	"C18H30O5"	"CCC(O)\\C=C\\C1C2CC(OO2)C1CCCCCCCC(O)=O"	"TZQUATAURWLGJI-ZHACJKMWSA-N"
"PHUB000199"	"16-D1-phytoprostane"	1	0	326.2093240660	"C18H30O5"	"CCC(O)\\C=C\\C1C(CCCCCCCC(O)=O)C(O)CC1=O"	"MUKVIZSNYWHGCM-ZHACJKMWSA-N"
